Trial	x	y	RT
1	-184	152	2138
2	56	-103	1973
3	-183	92	3217
4	201	98	2553
5	-202	95	2802
6	1	0	779
7	0	0	862
8	-164	148	2901
9	-98	46	2736
10	58	-58	2454
11	0	-2	2205
12	-156	89	2387
13	-196	147	2503
14	43	-7	2254
15	-106	141	2122
16	-193	51	3266
17	60	-55	2337
18	0	0	829
19	57	-194	3117
20	-97	48	3150
21	-57	-203	2719
22	-191	204	2587
23	-205	84	2702
24	0	0	729
25	0	0	530
26	-101	-107	3167
27	204	43	2968
28	45	-195	1990
29	-158	52	4029
30	-149	49	2537
31	205	-161	2454
32	-5	3	1078
33	-202	137	2603
34	195	50	1177
35	47	-57	1210
36	-53	-159	2570
37	-204	93	1691
38	55	-195	2321
39	-202	-61	3001
40	-96	51	3133
41	46	-203	2023
42	-209	43	1625
43	-203	147	3150
44	2	-7	1343
45	-53	147	3250
46	0	0	680
47	-62	-53	2868
48	-104	6	2852
49	-101	-3	2106
50	58	-150	2653
51	58	-151	2072
52	-204	148	2254
53	202	-55	2702
54	54	-203	1675
55	54	-196	1890
56	-195	149	1608
57	0	1	597
58	42	-155	1592
59	-191	-99	2653
60	49	-192	2686
61	0	0	896
62	-191	-50	3084
63	46	-201	1127
64	-104	44	2354
65	48	-108	2520
66	-193	141	1525
67	0	0	1127
68	59	-195	1907
69	53	-142	1741
70	-194	148	1443
71	-206	189	2205
72	56	-151	1144
73	-211	196	1061
74	199	47	2885
75	-148	99	2520
76	-146	-60	2470
77	-54	-151	1940
78	-162	141	2272
79	52	-51	1442
80	-187	44	2487
