Trial	x	y	RT
1	-116	-22	2470
2	-60	-10	2686
3	-98	120	2322
4	88	36	2752
5	-73	93	2752
6	-3	-101	2404
7	-1	-164	2006
8	-183	113	2006
9	-55	73	2205
10	10	28	2968
11	-57	-33	3631
12	-104	53	2868
13	-81	70	3001
14	86	-59	2421
15	-96	-40	2868
16	-23	-70	2918
17	149	9	3415
18	54	-32	2985
19	2	-101	2901
20	-48	-72	3100
21	-42	-56	2918
22	-133	108	2586
23	-60	20	2487
24	147	77	2388
25	0	-97	3399
26	-180	80	1393
27	163	-48	2006
28	-9	-147	1343
29	-36	-60	2869
30	-29	-78	2868
31	33	-72	2288
32	-7	-114	1907
33	-147	36	1642
34	152	85	1675
35	25	-37	2503
36	7	-46	1508
37	-138	-25	2205
38	2	-48	2023
39	-102	-69	1957
40	-51	-62	2072
41	-17	-116	2205
42	-66	-120	2388
43	-102	-20	1774
44	10	-83	2554
45	-126	-22	2984
46	37	-128	3151
47	-15	-120	2652
48	-60	19	2570
49	-129	8	3365
50	92	30	2271
51	-33	-125	2835
52	-96	83	2453
53	126	106	1492
54	3	-159	2105
55	8	-47	1641
56	-45	72	2603
57	0	0	1393
58	-4	-145	2321
59	-29	-120	2652
60	0	-136	1525
61	1	-184	3548
62	-41	-24	2669
63	-7	-84	3183
64	-5	55	3067
65	26	-146	2918
66	-164	144	1691
67	-7	-23	1011
68	-42	-2	2985
69	-68	-163	2852
70	-55	-55	2786
71	-85	127	1492
72	-64	-128	2504
73	-178	86	1774
74	79	-24	2752
75	-72	-36	3067
76	-90	126	2388
77	-2	-66	2122
78	-105	-25	2769
79	-17	-147	2818
80	-171	54	2106
