Trial	x	y	RT
1	-204	53	2288
2	98	-5	2802
3	-153	145	1890
4	109	2	1956
5	-156	53	1757
6	0	0	812
7	0	-102	2719
8	-153	98	2652
9	-55	102	2835
10	147	0	2553
11	-101	-102	2851
12	-197	200	2222
13	-205	1	3267
14	-4	-196	2653
15	-147	144	3730
16	-50	50	1425
17	154	53	1442
18	101	-91	3829
19	201	-1	1558
20	-205	109	3499
21	-150	99	2669
22	-193	195	3083
23	-153	188	4028
24	52	-199	2437
25	1	-200	2586
26	-107	200	2155
27	201	99	2802
28	53	-103	3415
29	-158	98	2752
30	-108	33	4029
31	-5	-107	1310
32	151	-56	3101
33	-200	52	2669
34	197	97	1939
35	-10	-157	2669
36	3	-53	3084
37	-160	48	1326
38	50	54	2570
39	-116	46	1227
40	-54	-58	3714
41	1	-110	1592
42	-50	57	2868
43	-160	104	1343
44	55	-161	1807
45	-101	198	2404
46	4	-208	1144
47	-57	-154	2221
48	-149	148	2354
49	-202	97	1824
50	49	4	2305
51	152	1	1227
52	-154	193	1508
53	156	143	2221
54	-4	-150	2337
55	143	-152	1923
56	-4	201	2503
57	-9	-99	2453
58	103	96	1309
59	112	-5	1061
60	-3	-206	1044
61	51	-196	2271
62	-152	51	1973
63	-2	-150	2669
64	-1	-102	1575
65	0	0	1210
66	-205	203	1956
67	0	0	1675
68	-57	-151	1608
69	148	54	1326
70	-205	50	829
71	-201	195	1210
72	154	0	1077
73	-212	206	2304
74	152	-5	1525
75	-209	56	962
76	-142	45	1393
77	0	0	763
78	-153	-55	1940
79	-3	-207	2006
80	-150	151	1260
