Trial	x	y	RT
1	-111	101	3863
2	109	-62	1260
3	-103	-1	1609
4	47	-4	2702
5	-56	1	2138
6	0	0	646
7	0	0	597
8	152	102	1840
9	-39	-5	1393
10	103	52	2653
11	-56	45	1293
12	-95	1	1856
13	-208	195	1890
14	0	0	1144
15	-44	-5	1657
16	-103	47	2487
17	0	0	746
18	56	-6	1924
19	0	0	1525
20	-111	41	1393
21	0	0	647
22	-38	8	1625
23	-164	35	4029
24	0	0	763
25	0	0	531
26	-109	51	1459
27	0	0	763
28	55	-2	945
29	-154	162	1957
30	-113	101	1459
31	0	0	614
32	0	0	597
33	-142	93	1426
34	0	0	614
35	108	6	2271
36	-5	-4	596
37	-34	-5	1160
38	100	53	1425
39	-56	48	1078
40	-144	106	1525
41	0	0	697
42	43	2	1790
43	-44	-3	1110
44	0	0	497
45	15	2	2006
46	56	2	1392
47	-53	42	1061
48	-46	53	1078
49	-112	91	1194
50	0	0	763
51	106	-38	1591
52	-46	-9	1077
53	0	0	679
54	0	0	994
55	0	0	514
56	-45	43	1044
57	0	0	713
58	52	-56	978
59	-159	90	962
60	119	-47	928
61	-10	-3	1774
62	-154	140	1111
63	0	0	812
64	-161	100	1442
65	6	-1	597
66	-89	6	1144
67	76	-49	1244
68	-11	0	697
69	116	-51	1277
70	-73	4	1541
71	-96	-2	1625
72	109	-35	1475
73	-106	12	1409
74	0	0	531
75	-108	2	1061
76	-54	-5	1360
77	0	0	514
78	-188	191	1111
79	-52	-60	812
80	-97	-12	1360
