Trial	x	y	RT
1	-98	50	1973
2	110	3	1608
3	-102	100	2304
4	150	4	2951
5	-101	47	978
6	145	98	1774
7	-1	0	995
8	-150	100	1658
9	-87	53	862
10	103	48	1425
11	-101	-4	912
12	-148	101	995
13	-32	-9	796
14	110	4	1095
15	1	52	995
16	39	51	862
17	101	90	1011
18	102	53	1393
19	105	48	1791
20	-157	91	1509
21	103	2	962
22	-137	109	2354
23	-152	98	978
24	105	49	1360
25	109	-48	1874
26	-143	91	1144
27	112	53	2089
28	6	-51	1028
29	-139	100	1210
30	-146	-2	2752
31	115	1	1608
32	-99	-96	1277
33	-150	108	1194
34	108	51	1542
35	146	1	2089
36	92	5	1309
37	-149	97	1177
38	-49	52	879
39	-106	-51	2188
40	-137	57	1774
41	107	55	2371
42	-84	46	2288
43	-139	101	1824
44	49	-5	763
45	-146	92	2239
46	110	45	1310
47	-101	55	2072
48	-143	94	1160
49	-199	94	1276
50	-2	61	829
51	-86	100	1160
52	-180	93	1542
53	106	-50	1591
54	104	51	1707
55	-8	60	895
56	-184	102	1807
57	-1	45	1127
58	-2	55	1443
59	-182	40	962
60	0	0	829
61	113	-1	1028
62	-198	100	1625
63	105	-49	2918
64	-152	3	1741
65	7	0	713
66	-202	57	1376
67	103	-3	1227
68	110	55	1459
69	113	-52	1708
70	-191	5	1608
71	-215	148	1044
72	98	46	1243
73	-200	91	1160
74	4	53	812
75	-225	91	1044
76	-130	105	1178
77	-64	57	1525
78	-199	-2	1691
79	-31	-4	1377
80	-198	109	912
