Trial	x	y	RT
1	-106	-3	3183
2	48	-2	3366
3	-40	-100	4029
4	2	-99	2968
5	-1	1	3382
6	-1	-102	2702
7	54	53	3781
8	-49	-102	3581
9	-2	-151	2354
10	2	-199	3266
11	-2	-102	3930
12	0	54	3266
13	-48	54	3631
14	-5	-204	3448
15	0	1	1625
16	4	-51	3482
17	46	-1	4029
18	2	-105	3614
19	0	-201	2155
20	-101	-54	3365
21	-47	-148	3614
22	6	-151	3731
23	-51	-51	3415
24	3	-202	2438
25	48	-153	3681
26	3	-152	3498
27	6	-137	4029
28	-5	-196	3316
29	-52	-102	2670
30	-3	0	3200
31	5	-104	3863
32	0	-104	3913
33	-153	96	3200
34	3	-104	3250
35	107	0	2769
36	0	-152	3283
37	-1	52	3382
38	-1	-149	3332
39	4	98	3067
40	-50	53	3548
41	-1	-53	3034
42	49	1	3814
43	-49	-1	3117
44	54	-196	3134
45	-2	-153	2720
46	55	0	2935
47	-101	-3	2238
48	-3	-45	4028
49	-57	3	2818
50	-9	-201	1327
51	50	47	3531
52	-46	-49	4029
53	3	-156	2321
54	4	-152	1873
55	-2	-100	1210
56	5	-50	2968
57	-6	-147	1393
58	47	1	3017
59	-42	-54	2403
60	-3	-199	1807
61	2	-5	2653
62	-57	-48	3233
63	50	3	2404
64	-99	-3	1840
65	-7	-149	2238
66	-62	-2	3315
67	48	-201	2387
68	0	-197	2188
69	53	-103	2951
70	-53	2	2785
71	4	4	2504
72	55	-102	2388
73	9	-48	3250
74	-1	-146	2421
75	-2	-49	2404
76	0	0	1425
77	3	-154	3001
78	-47	0	1492
79	-1	-196	1359
80	2	-3	2603
