Trial	x	y	RT
1	-132	92	2337
2	42	-108	3879
3	-140	109	3100
4	116	-72	2156
5	-116	-3	3067
6	5	-176	2835
7	4	-1	994
8	-131	145	2951
9	-44	85	2172
10	62	-76	3465
11	-114	-4	2221
12	-117	99	2537
13	-12	-130	3383
14	-9	-167	2852
15	-100	80	3266
16	40	-68	3001
17	103	-4	1807
18	7	0	1691
19	98	-4	2852
20	-97	26	3316
21	31	-70	2785
22	-126	72	2487
23	-138	13	2255
24	-1	-3	1692
25	-4	-120	2387
26	-58	92	2902
27	61	-113	1625
28	-3	-180	2238
29	-98	-38	2603
30	-78	59	1657
31	6	-125	2188
32	-1	-167	2039
33	-132	-28	3532
34	127	15	2570
35	148	-33	3415
36	98	-147	1874
37	-105	139	2189
38	-39	-158	2901
39	-75	89	1592
40	-68	-77	2271
41	9	-158	3001
42	-105	-29	2719
43	-109	70	2785
44	-24	-132	3100
45	-105	72	2271
46	-22	-147	2039
47	-86	66	2404
48	-110	-24	2686
49	-127	-63	2636
50	47	-171	2686
51	-65	74	1558
52	-69	111	2685
53	120	-74	2138
54	142	-74	1591
55	84	-121	1956
56	-91	-39	2354
57	76	-157	1791
58	-7	1	1360
59	26	-125	2619
60	-6	-153	2039
61	5	-1	1924
62	-108	-29	2487
63	-10	-156	2769
64	-118	11	2968
65	124	-145	1293
66	-135	145	2338
67	42	-174	2653
68	101	-13	2685
69	29	-122	2802
70	-100	53	2321
71	-113	140	1973
72	43	-164	2338
73	-167	65	3233
74	176	89	2354
75	-171	-1	2902
76	-41	57	1707
77	102	2	2271
78	-31	-99	2686
79	63	-160	3067
80	-94	57	2222
