Trial	x	y	RT
1	-162	103	2851
2	-8	-154	4029
3	-60	53	2885
4	-9	-184	2504
5	-57	-61	2702
6	117	-151	1973
7	106	-155	1757
8	-158	150	2868
9	-68	-62	3150
10	49	-135	2089
11	-49	-59	2603
12	-88	75	2239
13	-217	111	2387
14	-1	-221	2852
15	-112	-44	2901
16	141	-61	2553
17	135	29	2985
18	165	-87	2006
19	8	-222	2321
20	-36	133	1907
21	-1	-223	2023
22	-51	-151	2719
23	-167	88	1774
24	3	-219	2221
25	1	-217	1459
26	-53	7	2752
27	101	41	2238
28	122	-118	2238
29	-165	140	3051
30	-100	-114	3565
31	-32	-215	3117
32	-1	-220	2902
33	-204	35	3183
34	36	-216	3084
35	197	-82	2520
36	-6	-155	2835
37	-73	-61	4028
38	125	122	2553
39	-61	-112	2785
40	-150	-36	2602
41	-59	-167	1957
42	-34	29	2205
43	-84	43	2719
44	7	-224	1526
45	5	-111	1940
46	2	10	2520
47	-112	35	2818
48	-127	19	3150
49	-161	81	2155
50	81	-172	2304
51	-200	35	2703
52	-93	17	2819
53	1	-167	2238
54	0	-219	1874
55	-2	-217	1675
56	0	-48	2404
57	-1	-216	1592
58	124	-179	2288
59	-139	85	2603
60	2	-212	1890
61	-2	-214	2454
62	-213	135	2918
63	-4	-220	1575
64	-206	152	2255
65	-7	-215	1608
66	-101	45	2586
67	1	-214	1757
68	2	-216	1558
69	101	-218	2603
70	-149	-41	2553
71	-44	-103	2305
72	89	-208	2205
73	-32	-137	2653
74	71	-117	2586
75	-125	37	1907
76	-32	-143	2255
77	0	-210	1426
78	-179	131	2007
79	-116	-171	1807
80	-98	-117	2354
