Trial	x	y	RT
1	98	1	1790
2	107	3	4028
3	-92	150	2569
4	97	0	2885
5	-98	91	3730
6	0	0	465
7	1	0	613
8	-49	-1	3316
9	-95	-106	2304
10	96	3	1409
11	-57	-58	1923
12	-57	50	2768
13	0	0	3017
14	53	1	1989
15	-60	-2	3714
16	0	0	481
17	50	-4	2702
18	0	0	1410
19	0	0	679
20	-102	44	4029
21	0	0	1177
22	-103	46	2918
23	-95	101	1542
24	0	0	696
25	0	0	1376
26	-59	52	2337
27	97	1	928
28	-3	-1	1757
29	-48	45	1790
30	-107	48	2105
31	0	0	514
32	3	-57	1525
33	-151	98	3018
34	44	3	962
35	0	0	398
36	0	0	796
37	-94	49	3067
38	88	-1	2652
39	-51	-93	2437
40	-48	53	2155
41	59	0	2288
42	-2	49	4029
43	-49	146	2338
44	0	0	414
45	3	105	862
46	0	0	597
47	-113	-1	1824
48	7	49	829
49	3	104	1078
50	-1	-55	1841
51	-100	100	1210
52	-143	50	1095
53	101	54	1989
54	8	6	513
55	-3	-98	1359
56	-52	-108	2586
57	4	-105	1857
58	0	0	1492
59	-51	-52	978
60	3	-55	1061
61	-1	-52	2719
62	-108	50	1608
63	106	2	3432
64	-100	52	3216
65	0	0	1110
66	-98	148	1973
67	0	0	729
68	13	-3	2620
69	52	0	1111
70	-101	91	912
71	-96	108	1873
72	46	-1	1525
73	-53	101	2902
74	0	0	878
75	-59	106	4029
76	-44	108	1044
77	0	0	663
78	0	0	531
79	2	-53	2254
80	-43	100	2437
