Trial	x	y	RT
1	-105	87	2304
2	0	0	978
3	-187	204	2669
4	51	54	1575
5	-154	106	2603
6	0	0	862
7	0	0	696
8	-49	98	2769
9	-149	97	1525
10	0	0	1028
11	-108	51	1973
12	-151	99	2139
13	-92	10	2139
14	58	-1	2653
15	-145	50	2239
16	-110	158	1757
17	0	2	1807
18	0	0	1442
19	44	6	1525
20	-110	48	2736
21	-51	-1	1807
22	-189	151	1989
23	-157	96	1841
24	-7	0	945
25	0	0	763
26	-156	97	2636
27	106	57	2073
28	0	2	1028
29	-142	51	2039
30	-138	49	1160
31	47	11	2305
32	-47	0	1244
33	-154	58	1741
34	95	4	995
35	45	-1	2139
36	-95	1	1028
37	-162	97	2620
38	103	-2	1393
39	-154	157	1392
40	-134	53	2221
41	0	0	779
42	-101	54	2305
43	-146	140	2421
44	-1	-2	663
45	-138	62	1725
46	0	0	796
47	-48	8	1244
48	-152	97	2304
49	-155	53	1823
50	-101	47	1757
51	0	0	813
52	-199	150	1973
53	-8	5	2819
54	0	0	862
55	50	5	1161
56	-95	88	1111
57	46	2	945
58	0	-10	2868
59	-104	49	1177
60	-11	-61	1575
61	0	-57	1559
62	-155	88	1127
63	8	-102	1011
64	-155	66	1493
65	-2	-60	1078
66	-156	54	2056
67	55	-95	1028
68	0	0	812
69	51	-56	945
70	-137	52	1591
71	-191	94	2321
72	46	-50	1044
73	-167	94	1144
74	51	-4	1045
75	-155	55	1890
76	-141	92	1310
77	-2	-59	1973
78	-108	7	2222
79	-1	-54	829
80	-151	92	1625
