Trial	x	y	RT
1	-106	98	2072
2	13	-108	2753
3	-39	-57	2603
4	3	-140	2471
5	-39	-112	3448
6	9	-197	1907
7	0	-97	1890
8	-161	92	2934
9	-45	-87	3151
10	46	-87	3034
11	-82	-95	3333
12	-49	-106	3316
13	-157	142	3283
14	2	-146	2122
15	-43	-49	2304
16	0	1	3415
17	6	-87	3747
18	102	-133	3018
19	2	-96	2951
20	-144	112	2917
21	6	-153	2271
22	-149	116	4028
23	-149	151	2636
24	8	-139	2421
25	-1	-63	2802
26	-34	-50	3332
27	3	-59	1990
28	-6	-90	2421
29	-133	100	3299
30	-155	101	2901
31	6	-100	2868
32	4	-99	2619
33	-156	146	2370
34	105	66	3001
35	51	0	2736
36	3	-50	2437
37	11	-92	3681
38	103	100	2603
39	-2	-139	2470
40	-111	56	1774
41	63	-96	1841
42	-53	41	2702
43	-37	-89	3615
44	0	-138	1890
45	-41	-104	2587
46	47	-105	2736
47	-114	109	2984
48	-49	-110	3365
49	-89	85	2404
50	3	-97	2453
51	-108	46	2818
52	-33	-44	2421
53	-1	-97	1625
54	102	-48	2487
55	0	-142	2454
56	5	-89	2968
57	5	-134	2786
58	46	-53	2586
59	-7	44	1774
60	106	-50	2089
61	8	-137	1558
62	-151	94	1691
63	31	-101	2504
64	-55	40	1508
65	15	-134	1525
66	-50	-47	2006
67	16	-87	2338
68	9	-155	2736
69	99	42	1625
70	-101	87	1939
71	-53	0	3001
72	62	40	2703
73	-34	-5	2603
74	-2	-57	1940
75	-147	102	2437
76	-32	-48	2603
77	6	-110	1641
78	-99	146	2852
79	105	40	2355
80	-42	-51	2305
