Trial	x	y	RT
1	-205	211	1409
2	0	0	1178
3	-104	-5	1575
4	0	0	1078
5	-45	-5	1890
6	0	0	630
7	0	0	564
8	-103	-55	3730
9	0	0	1641
10	100	42	2156
11	-62	-56	4029
12	-70	3	2006
13	-108	98	2884
14	0	0	564
15	-48	3	1393
16	0	0	1028
17	14	-6	2471
18	52	-51	1592
19	-8	2	1475
20	-211	199	2288
21	0	3	1194
22	-88	3	2139
23	-198	98	1658
24	1	0	1160
25	63	47	1260
26	0	0	1028
27	0	0	481
28	-196	-203	1409
29	-197	201	2188
30	-11	-1	2056
31	0	0	1095
32	15	-215	1094
33	-195	207	1127
34	2	-5	1608
35	190	58	2686
36	0	-1	1359
37	-89	4	1294
38	53	51	2421
39	0	0	1458
40	-95	3	1277
41	17	-153	1244
42	-4	198	2769
43	0	0	862
44	14	-212	1790
45	-141	-2	1608
46	-6	-196	1691
47	0	0	1758
48	0	0	564
49	-212	157	1011
50	0	0	563
51	110	46	1642
52	-80	-4	1874
53	-2	-2	1077
54	8	-145	945
55	0	0	713
56	0	0	647
57	0	0	1128
58	8	-157	1309
59	-154	51	1592
60	60	-52	2421
61	0	0	813
62	-201	39	2537
63	0	0	1194
64	9	61	2934
65	0	0	580
66	-146	-4	1856
67	42	46	2819
68	0	0	1807
69	144	1	1160
70	-183	103	1973
71	-154	-2	1525
72	159	-3	1061
73	-46	-4	1293
74	0	0	1144
75	-192	211	1028
76	0	0	547
77	0	0	1078
78	-83	-1	746
79	-135	-7	1840
80	-39	-1	1243
