Trial	x	y	RT
1	-164	-7	1741
2	9	28	2487
3	1	-50	2056
4	39	-10	3216
5	-49	-50	3465
6	3	2	2868
7	42	-50	4029
8	-68	154	1526
9	-92	-2	2271
10	34	-96	2851
11	-204	-8	1426
12	9	27	2752
13	-2	118	2238
14	6	-100	1708
15	-46	4	3184
16	5	-103	3001
17	104	-1	2901
18	7	1	2586
19	3	-96	2437
20	-160	149	2437
21	-61	-92	3183
22	-93	-10	3034
23	-111	203	2138
24	86	-50	2702
25	23	-4	3083
26	-2	-55	3350
27	59	-11	3465
28	114	-17	1608
29	-197	133	2371
30	-81	10	3249
31	8	-94	2089
32	-95	1	3017
33	-197	4	2172
34	8	-103	1675
35	161	45	2935
36	1	-9	2570
37	7	-46	2852
38	152	2	1708
39	-52	-10	2619
40	-38	0	3731
41	-60	-10	2486
42	144	1	2354
43	-41	-5	3001
44	2	3	3051
45	-41	-7	3382
46	101	-94	3482
47	-101	148	2702
48	8	-106	3332
49	-157	42	3101
50	11	-99	2620
51	70	0	1608
52	-44	-48	3167
53	53	-48	3515
54	15	-105	3664
55	14	-150	2106
56	3	22	4029
57	4	-104	1724
58	100	-49	1691
59	-187	141	1989
60	103	-105	2636
61	-4	6	613
62	-118	188	2172
63	106	13	1791
64	-198	200	1923
65	-5	-7	2288
66	9	98	3200
67	-1	105	2586
68	1	-92	3183
69	62	3	3001
70	-199	12	1409
71	-42	-7	2271
72	156	-107	1177
73	-52	-6	3050
74	108	-9	2802
75	-206	103	2139
76	-2	59	1360
77	14	5	2686
78	-96	-4	1807
79	-38	100	1923
80	-36	-1	3001
