Trial	x	y	RT
1	-42	-39	3863
2	52	3	2321
3	-87	150	2851
4	198	-45	2619
5	57	49	2918
6	54	-149	4028
7	-9	7	2089
8	-42	44	2205
9	-94	1	1559
10	-1	-46	1791
11	4	-95	2106
12	-183	94	3896
13	-98	99	3166
14	-57	-39	4029
15	-95	37	1757
16	-3	98	1442
17	52	53	1558
18	17	-96	1957
19	47	-45	2885
20	-162	157	2238
21	-49	46	2967
22	-154	192	2553
23	-103	49	2653
24	-54	-50	1907
25	11	-48	1807
26	-98	-13	3133
27	-12	-113	2603
28	47	-49	2188
29	-55	98	1890
30	-96	43	2420
31	8	-148	1740
32	-2	-70	2354
33	-115	-6	2105
34	102	-51	1790
35	88	-2	1824
36	-13	38	4029
37	-158	132	3034
38	0	35	1393
39	-89	-9	1957
40	-37	43	2155
41	-4	-29	928
42	44	48	1890
43	-67	154	2669
44	59	-38	3664
45	-80	-47	2802
46	0	12	1177
47	-94	-5	1774
48	-5	44	1608
49	-43	104	2985
50	-49	-90	1641
51	-17	-45	3117
52	-178	126	4029
53	49	6	1525
54	1	0	1592
55	55	-49	1890
56	-31	49	2818
57	5	-2	2404
58	-8	-53	1326
59	-40	-1	1526
60	0	0	1194
61	-3	83	1542
62	-87	22	2122
63	1	86	1442
64	-35	-4	1624
65	7	-43	1011
66	-217	139	2453
67	29	-54	1608
68	67	-49	1691
69	-5	35	1509
70	-54	-11	1741
71	-205	106	3548
72	50	0	497
73	-129	176	1823
74	69	75	1393
75	-58	62	1310
76	-66	102	2868
77	55	-99	1160
78	-130	28	2486
79	14	-42	1542
80	-149	165	1840
