Trial	x	y	RT
1	-61	-5	2006
2	-44	46	2056
3	-86	59	1923
4	155	50	2056
5	-90	46	1757
6	45	-99	1310
7	3	-194	1160
8	-104	43	2305
9	-151	1	1990
10	54	-76	1824
11	-2	-61	1575
12	-2	55	1957
13	-94	43	2404
14	118	44	1924
15	-131	51	2139
16	-164	3	2056
17	10	-97	1857
18	30	-47	2056
19	106	-3	1857
20	-47	-56	2139
21	-53	-92	1973
22	-106	99	2304
23	-106	-4	2337
24	-44	-142	1177
25	0	0	895
26	46	-104	1857
27	153	-1	1410
28	-2	-44	713
29	-56	-70	1956
30	-101	4	911
31	-56	-2	1227
32	53	-4	1028
33	-57	0	2421
34	0	0	812
35	50	2	994
36	-51	52	2039
37	-101	45	1675
38	51	-38	2387
39	94	1	1642
40	-48	0	1724
41	37	-3	829
42	59	-3	1509
43	-73	6	1608
44	3	-2	1443
45	60	-56	1426
46	13	-101	1078
47	-55	-2	1708
48	-106	-52	1923
49	-56	-57	1675
50	106	-55	1559
51	38	-4	1409
52	-90	-3	2338
53	47	-3	1426
54	-53	53	1393
55	-114	-54	1957
56	105	40	1857
57	-57	53	1343
58	-95	-52	1243
59	16	-51	1591
60	54	-42	1226
61	5	-101	862
62	-103	-44	2172
63	0	-150	1062
64	-55	-93	1310
65	-41	-100	1857
66	-147	93	2023
67	-1	-109	1542
68	145	51	1575
69	1	-55	1277
70	-62	-5	2105
71	-182	-2	2022
72	61	-8	1807
73	-107	-7	2221
74	117	52	1144
75	-97	-6	1990
76	-50	50	2222
77	101	-2	1243
78	-48	-7	1874
79	63	-49	812
80	-92	-53	2288
