Trial	x	y	RT
1	-148	46	2802
2	155	-52	1741
3	-154	95	1873
4	97	-53	1973
5	-101	-50	2304
6	5	-103	2520
7	3	-154	1592
8	-156	49	2139
9	-90	107	1790
10	112	-110	2039
11	-56	-56	2254
12	-45	93	2073
13	-49	-52	2006
14	152	-108	1425
15	-141	-2	1359
16	-198	48	1923
17	147	-51	1874
18	-3	-110	2023
19	48	-108	1575
20	-191	51	1857
21	6	-53	2686
22	-139	97	1625
23	-90	41	2354
24	44	-48	1476
25	-2	-1	1359
26	-49	96	1624
27	192	-3	1924
28	42	-150	2139
29	-99	-6	2371
30	6	-102	2404
31	-141	-106	1990
32	0	0	1277
33	-96	46	2288
34	111	-55	1907
35	57	-106	2271
36	9	-4	3365
37	-106	43	1757
38	110	-43	3134
39	-48	-98	2155
40	-96	3	1807
41	43	-108	2023
42	107	-54	2470
43	-136	92	1823
44	-6	-104	2355
45	-39	46	3001
46	-3	-114	2089
47	-50	4	2537
48	-105	-2	1658
49	-45	50	2652
50	100	-102	1906
51	41	-100	2222
52	-97	-46	2404
53	102	-101	2156
54	46	-104	1857
55	-5	-51	2122
56	-45	45	1624
57	2	-104	1990
58	48	-98	1741
59	-98	44	2603
60	3	-8	2371
61	49	1	2603
62	-48	-56	2819
63	53	-99	1973
64	-47	-51	1774
65	151	-49	1658
66	-143	90	2155
67	44	-102	2370
68	-45	-108	1774
69	52	-45	2487
70	-90	-57	2520
71	-140	99	1774
72	52	-152	1940
73	-152	1	2387
74	106	2	1741
75	-136	40	2272
76	-100	102	1906
77	153	42	1890
78	-52	40	1741
79	5	-49	1840
80	-111	140	2138
