Trial	x	y	RT
1	-99	2	2138
2	111	-151	2437
3	-102	53	2819
4	3	-142	2935
5	3	-99	2172
6	-1	-156	1874
7	2	-109	2139
8	-96	56	3184
9	-48	-8	3863
10	3	-107	2437
11	-97	42	3432
12	-52	-4	2437
13	-52	-10	3912
14	4	-108	2570
15	2	-56	4029
16	-4	50	2686
17	68	-52	1758
18	116	-57	2454
19	5	-93	2073
20	-86	-50	2603
21	5	-92	1957
22	-95	45	3349
23	-106	92	2354
24	5	-51	1642
25	2	-57	1840
26	-50	-43	2670
27	61	-102	3017
28	-2	-109	1840
29	-60	2	2156
30	-89	-5	2321
31	71	-101	2073
32	13	-154	2073
33	-106	44	2437
34	61	-106	2205
35	102	-103	1973
36	-5	-44	912
37	-90	-6	2570
38	112	-50	2304
39	-111	-3	2238
40	-81	48	2304
41	58	-50	1243
42	-87	-3	2287
43	-99	1	2271
44	9	-104	1111
45	-51	-4	1740
46	50	-98	2221
47	-153	145	2702
48	-93	-2	2785
49	-102	55	2902
50	6	-97	1774
51	-3	-48	2703
52	-36	3	1476
53	2	-96	2288
54	47	-97	1990
55	-3	-96	1459
56	44	-58	2139
57	2	-92	1874
58	47	-99	1277
59	0	-1	762
60	0	-104	1293
61	-13	-105	1459
62	-92	39	1293
63	1	-97	1111
64	0	-95	1243
65	8	-94	1376
66	-98	5	1907
67	41	-109	2205
68	5	-94	2205
69	4	-102	1193
70	-94	43	1907
71	-83	42	2885
72	-4	-102	1044
73	-57	-7	2073
74	2	-100	845
75	-97	41	1161
76	-66	1	2172
77	-7	-98	1227
78	1	-4	2272
79	48	-52	995
80	-61	-1	1309
