Trial	x	y	RT
1	-155	147	1459
2	40	-47	879
3	-207	222	1243
4	59	22	796
5	-62	-45	2072
6	35	60	713
7	64	29	1658
8	-191	99	2205
9	-193	26	995
10	184	-32	995
11	-195	-18	1642
12	-175	-2	961
13	-198	108	1160
14	22	-4	1193
15	-13	-15	796
16	-39	45	845
17	48	-4	796
18	66	6	1277
19	34	-4	1558
20	-185	225	945
21	-37	3	1028
22	-190	52	2056
23	-219	167	1409
24	1	0	381
25	52	-5	879
26	-127	60	813
27	74	-5	1193
28	114	22	1028
29	-158	110	895
30	-172	103	1360
31	64	-136	1111
32	-93	-179	978
33	-161	181	1028
34	55	-1	1227
35	191	-1	1210
36	-37	-35	1160
37	0	0	1012
38	202	-15	895
39	-62	5	862
40	-105	31	994
41	1	-2	464
42	-67	45	1542
43	-205	48	2039
44	81	-125	796
45	-106	14	1824
46	199	21	1343
47	-185	-34	2006
48	-93	-1	1791
49	-210	75	1674
50	47	-145	978
51	-185	110	1674
52	-198	48	2304
53	-39	-75	1642
54	135	39	1476
55	-31	4	696
56	69	-15	1095
57	80	-110	912
58	168	13	2470
59	-126	31	746
60	194	-48	862
61	-19	-2	1227
62	-202	186	1376
63	51	-24	995
64	-154	-1	1393
65	-41	-44	896
66	-203	163	1940
67	154	-2	1359
68	-151	-50	1824
69	200	-156	1426
70	-222	166	3415
71	-208	208	2388
72	183	-150	1178
73	-210	66	2022
74	108	-4	730
75	-197	212	1310
76	-199	62	1144
77	0	0	879
78	-192	81	962
79	80	-84	828
80	-202	43	2205
