Trial	x	y	RT
1	-60	-4	3249
2	1	-1	895
3	-39	52	3515
4	27	-102	4029
5	-45	96	3416
6	58	-92	3266
7	141	-154	3233
8	-45	50	3382
9	0	0	1260
10	0	0	431
11	2	-161	2918
12	-124	2	3598
13	-122	83	4029
14	10	-114	1758
15	0	0	1559
16	10	-99	1940
17	-6	-145	2437
18	-4	-206	2504
19	-1	-206	1741
20	-91	44	3963
21	7	-215	2155
22	-104	43	2934
23	-103	32	2768
24	0	-2	862
25	0	-194	1940
26	-55	41	2537
27	143	-213	2569
28	20	-220	2089
29	-102	83	2869
30	101	-205	2520
31	158	-207	3316
32	2	-147	2371
33	-97	53	3565
34	61	-155	3034
35	71	-141	1857
36	-1	-48	1509
37	-41	50	1990
38	0	0	730
39	11	-110	2238
40	-48	30	2404
41	0	0	547
42	8	4	2388
43	-44	32	2869
44	3	-194	2056
45	-5	10	3631
46	6	-186	2255
47	0	0	2238
48	0	-49	3083
49	-39	49	2570
50	57	-154	1824
51	76	-6	2587
52	-41	0	2802
53	62	-147	2487
54	0	0	1343
55	46	-59	1708
56	0	0	680
57	3	-65	2288
58	59	-51	2420
59	-51	36	2951
60	14	-90	1409
61	2	-98	2819
62	-36	85	3183
63	210	-4	3249
64	-91	51	2404
65	0	0	763
66	-155	47	2437
67	99	-5	2487
68	0	0	431
69	0	0	464
70	-40	35	2619
71	-99	34	2852
72	0	-2	762
73	-62	-7	3250
74	0	0	896
75	-106	37	2952
76	18	-1	3615
77	0	-119	2222
78	-53	40	1608
79	-1	-8	315
80	-86	48	1609
