Trial	x	y	RT
1	-141	149	3448
2	157	-46	1973
3	8	-204	1807
4	154	-154	2685
5	-55	-55	4028
6	9	-208	4028
7	3	-202	1691
8	-54	110	2172
9	-54	-57	2206
10	0	0	1989
11	0	0	895
12	-52	86	3101
13	-184	140	4029
14	0	3	1808
15	-60	47	2968
16	0	0	514
17	0	0	896
18	-45	1	2387
19	0	0	895
20	-65	94	1874
21	-2	-153	1260
22	-47	-96	3498
23	-59	89	1691
24	7	-205	2122
25	3	-199	1194
26	7	-95	2387
27	55	-4	1923
28	-14	-112	2205
29	-159	142	2901
30	-157	106	2421
31	-2	-154	1641
32	0	0	729
33	-151	146	2802
34	-100	48	3001
35	104	-44	2951
36	-48	52	2453
37	-152	35	2752
38	105	-50	2554
39	-58	0	2769
40	-12	42	1376
41	58	-51	2155
42	-49	44	1442
43	-111	58	3847
44	5	-147	1343
45	-43	51	1028
46	0	0	713
47	-48	100	3266
48	-105	53	2354
49	-161	134	4029
50	6	-44	995
51	67	57	1856
52	-109	83	3300
53	61	-89	2736
54	0	0	382
55	0	0	1177
56	-23	39	1625
57	0	-1	514
58	21	25	4029
59	-150	42	1177
60	59	62	2155
61	0	0	530
62	-94	140	2089
63	2	-214	1674
64	-149	144	2802
65	0	0	563
66	-89	109	3117
67	0	0	730
68	9	-106	1210
69	61	5	2752
70	-41	-59	1740
71	-57	93	2454
72	64	-45	945
73	-96	98	2271
74	0	0	563
75	-157	85	3581
76	-55	107	1492
77	8	-1	696
78	-188	186	2686
79	0	0	530
80	-42	91	1094
