Trial	x	y	RT
1	-88	33	2072
2	12	-206	2686
3	-94	30	2851
4	-13	-6	3166
5	-53	-22	3648
6	121	-166	3515
7	137	-200	1078
8	-152	167	2421
9	-7	87	2271
10	-8	-93	1840
11	30	-69	3597
12	-51	-8	2288
13	-207	201	2984
14	0	0	1575
15	-78	2	2172
16	38	47	4029
17	1	-60	2437
18	-1	-39	2221
19	8	-139	3034
20	-28	159	2039
21	-8	-123	3863
22	-33	85	1757
23	-182	107	2901
24	31	12	2503
25	-83	-2	3150
26	-38	57	1625
27	140	-5	2486
28	7	-213	2918
29	-42	116	1525
30	-69	69	679
31	0	0	1111
32	0	0	514
33	-175	145	3183
34	0	-51	1194
35	171	50	1326
36	-3	-42	2868
37	-57	-2	1542
38	58	12	1907
39	-112	-22	2272
40	-100	60	2006
41	-41	-12	2404
42	67	121	3134
43	-94	44	1824
44	0	0	1790
45	-33	62	3183
46	-17	-7	2885
47	-205	195	3332
48	-177	38	3764
49	-82	-10	3499
50	46	-39	696
51	-8	125	1028
52	-202	7	2221
53	29	0	3349
54	-61	20	978
55	0	0	1874
56	-22	-7	2570
57	0	0	928
58	210	-35	1559
59	-61	-2	2006
60	0	0	1940
61	-3	70	2951
62	-151	102	1824
63	-43	0	1542
64	-208	64	4029
65	-2	-205	2719
66	-167	160	1823
67	15	-171	879
68	8	-136	2338
69	123	-85	1758
70	-155	54	1840
71	-85	48	3050
72	29	-206	2106
73	-61	-5	1476
74	0	0	1658
75	-191	159	1691
76	-153	11	762
77	-2	-78	2752
78	-176	194	2735
79	83	-10	1210
80	-99	4	1409
