Filename       Segment   T0T7000Corr_r-ASNN T0T7000Corr_l-ASNN
T_0137            1         -29.9394       127.1127
T_0137            2        -303.4166      -115.1999
T_0137            3          49.0048       226.9918
T_0137            4        -292.4948      -130.0714
T_0137            5         444.0336       366.1732
T_0137            6         -11.1524        56.3873
T_0137            7         -29.5631       125.6431
T_0137            8        -314.0273      -121.4269
T_0137            9         290.8263       122.6235
T_0137           10        -317.6563      -119.5196
T_0137           11         139.2995       153.4646
T_0137           12         220.6234        54.0254
T_0137           13        -406.0233      -143.0459
T_0137           14         -85.2708        63.7386
T_0137           15          19.1234       122.7889
T_0137           16        -440.9721         5.9318
T_0137           17         120.7610       132.7839
T_0137           18         -13.7381       140.6965
T_0137           19         171.9675       216.0451
T_0137           20        1260.6179       531.8535
T_0137           21         207.5520        46.1734
T_0137           22        -368.6577       336.0316
T_0137           23         135.1084       191.8855
T_0137           24         -16.2731       -56.6601
T_0137           25          15.6201        87.3316
T_0137           26          72.4306       137.8528
T_0137           27         -81.8362        16.3484
T_0137           28         612.8098       302.5766
T_0137           29         -11.4309      -148.0770
T_0137           30         358.6328        42.7710
T_0137           31         249.8934       238.0448
T_0137           32         243.6571       545.1312
T_0137           33         206.3267       249.0424
T_0137           34         114.1784        76.4522
T_0137           35        -854.1196       -63.8196
T_0137           36         556.7831       110.9011
T_0137           37         440.8797       199.2491
T_0137           38          -8.0911        32.7180
T_0137           39         257.3614       416.1513
T_0137           40         513.4447       289.2494
T_0137           41       -2026.8614      -839.5810
T_0137           42          35.7012       -31.6815
T_0137           43          49.2005        89.6812
T_0137           44         117.9370        35.4065
T_0137           45         -83.3606       -34.6070
T_0137           46        1263.6811       814.8428
T_0137           47         418.7597       249.8325
T_0137           48         361.9346        66.6066
T_0137           49         231.8603        98.4290
T_0137           50         -61.7799        -3.1635
T_0137           51        -556.5056      -394.8870
T_0137           52         181.1055        54.6917
T_0137           53         -84.3914        -4.7539
T_0137           54         609.0227       409.2727
T_0137           55         124.7235        40.5472
T_0137           56        -484.3571       -25.7837
T_0137           57          59.1829         6.2545
T_0137           58         -47.4746       169.5240
T_0137           59         956.2473       555.8326
T_0137           60         483.8912       295.9698
T_0137           61        -251.3834       149.1935
T_0137           62         817.9580       158.4233
T_0137           63         487.7763       110.9403
T_0137           64          19.1964       163.2471
T_0137           65         321.9322       222.5849
T_0137           66        -114.0692       444.9739
T_0137           67          10.9685        44.2943
T_0137           68        -101.1539        47.8666
T_0137           69         207.5815       183.2229
T_0137           70        1368.1599       863.6766
T_0137           71          27.8172       -12.5963
T_0137           72       -1280.6504      -504.7335
T_0137           73         207.2364       145.0627
T_0137           74        -249.4586      -159.7512
T_0137           75        -112.7164       273.1900
T_0137           76         271.8776       152.5738
T_0137           77         491.3617       257.1839
T_0137           78        -392.5578       -57.4946
T_0137           79         -10.3027        30.5116
T_0137           80          26.6861       197.6062
