Filename       Segment   T0T7000Corr_r-ASNN T0T7000Corr_l-ASNN
T_0150            1         208.3835       409.1192
T_0150            2         109.1453       284.9173
T_0150            3         185.7647        20.9256
T_0150            4          52.0137        40.0036
T_0150            5         132.9116       286.2211
T_0150            6         297.6546       -71.9435
T_0150            7          30.6153      -118.9265
T_0150            8         110.4189       279.8095
T_0150            9          -0.7672       180.1782
T_0150           10         107.5439        68.6972
T_0150           11         446.8751       452.8402
T_0150           12         233.6313       210.8646
T_0150           13          42.9663        18.8598
T_0150           14         -34.1313       -55.3911
T_0150           15         266.4957        99.3430
T_0150           16          45.3409       -30.8709
T_0150           17         175.2403        34.8642
T_0150           18         369.4603        63.3763
T_0150           19         107.6125      -112.7941
T_0150           20         120.4864       191.5810
T_0150           21         193.7616        23.9276
T_0150           22         201.1118         7.8905
T_0150           23           0.6042      -139.9320
T_0150           24         -22.5077       134.2355
T_0150           25          51.5144       431.4803
T_0150           26         175.3160       127.0410
T_0150           27          48.7332       -94.1459
T_0150           28          34.1351        13.1451
T_0150           29         154.1489        -8.1847
T_0150           30          -6.9884       202.1790
T_0150           31        -348.8752       -62.3517
T_0150           32         -77.2791       163.5967
T_0150           33         108.8349       163.1964
T_0150           34           2.7906      -143.2579
T_0150           35          92.9941        18.9176
T_0150           36         219.1591        96.2734
T_0150           37           4.5451        62.9833
T_0150           38         -69.0317      -101.5421
T_0150           39         113.3547        30.5657
T_0150           40         605.3038       650.4298
T_0150           41         429.7010       402.3126
T_0150           42          20.4591       -85.2311
T_0150           43         232.8759       283.6264
T_0150           44         140.0471       237.2271
T_0150           45        -114.5686      -297.4921
T_0150           46        -136.6803      -314.7208
T_0150           47        -119.7694      -430.5647
T_0150           48         273.1587       120.0244
T_0150           49         135.3640       275.5226
T_0150           50         -92.8641      -456.7637
T_0150           51         130.1210       198.6957
T_0150           52         208.6610       132.4018
T_0150           53          35.1236        48.1430
T_0150           54          87.2617       160.1143
T_0150           55          23.9871       122.7091
T_0150           56        -170.6647      -631.3059
T_0150           57           2.3382        -8.2918
T_0150           58         101.6317       128.7273
T_0150           59         -41.4331        20.0187
T_0150           60          59.1167        70.2951
T_0150           61          74.5959        94.1240
T_0150           62         321.8200       336.6273
T_0150           63         225.5380       116.6117
T_0150           64         -95.8352       -19.6496
T_0150           65         357.1105       282.5191
T_0150           66         179.0953       271.5663
T_0150           67         150.6330       172.6013
T_0150           68         231.1365       241.5969
T_0150           69         569.7759       393.1934
T_0150           70         373.0790       403.5202
T_0150           71         127.7666        75.8151
T_0150           72         -15.4347        -3.6406
T_0150           73         126.8598       169.7426
T_0150           74        -114.4727      -336.9253
T_0150           75         412.1953       392.7115
T_0150           76         127.6987       160.0415
T_0150           77         185.4353        59.0196
T_0150           78         477.1597       506.5157
T_0150           79         -46.3286       126.9210
T_0150           80          88.2168       104.7412
