Filename       Segment   T0T7000Corr_r-ASNN T0T7000Corr_l-ASNN
T_0094            1         222.1251       570.6394
T_0094            2          12.2438        95.9995
T_0094            3          74.7974        69.9793
T_0094            4         191.1566       221.9808
T_0094            5         183.4011        19.9824
T_0094            6        -170.9754       -39.5825
T_0094            7        -103.0077       140.1959
T_0094            8          10.5655       105.5361
T_0094            9          95.9428       286.5518
T_0094           10         -13.3469        -6.6612
T_0094           11         244.5238       634.3142
T_0094           12           1.2679       182.8933
T_0094           13          86.6566       -44.7006
T_0094           14         -84.2089       115.0757
T_0094           15         226.1432       273.4992
T_0094           16          42.4487        54.0112
T_0094           17        -114.0913        24.9631
T_0094           18          61.0992       266.5626
T_0094           19         -43.8325        66.0775
T_0094           20          43.1615        86.4903
T_0094           21           1.0949        61.4135
T_0094           22          79.4306       122.5559
T_0094           23         113.6014       147.0292
T_0094           24         -35.8510        82.2955
T_0094           25         -49.5931       -41.3735
T_0094           26         -62.8189       116.0097
T_0094           27         -13.1660       189.1717
T_0094           28          29.0101       -65.3740
T_0094           29         141.9315       382.7284
T_0094           30         167.4754       266.7250
T_0094           31        -111.5742       -47.9434
T_0094           32          46.1236       263.6790
T_0094           33         222.9907       865.2892
T_0094           34          78.6915       433.9729
T_0094           35         -42.6749      -219.0783
T_0094           36          28.1358         1.4515
T_0094           37        -115.9463      -255.1204
T_0094           38         -28.0871      -197.4276
T_0094           39        -173.9025       -72.4048
T_0094           40       -1115.9499      -776.9627
T_0094           41         105.7544       471.7695
T_0094           42         135.3435       484.7566
T_0094           43         -52.4770        80.6674
T_0094           44          33.6171      -148.6637
T_0094           45          -7.9943       121.1045
T_0094           46         -72.0498        52.8139
T_0094           47        1096.5399      1593.8419
T_0094           48        -400.3922       -47.5651
T_0094           49        -202.6214       -68.3002
T_0094           50        -110.8358       103.9321
T_0094           51         350.8261       879.4826
T_0094           52        -130.8701        75.2189
T_0094           53         -37.3283       -72.7571
T_0094           54         -88.4839       190.1219
T_0094           55         -29.5212       -94.3379
T_0094           56         -24.1450      -124.2998
T_0094           57         -64.6425       105.5119
T_0094           58        -211.2373      -294.2262
T_0094           59          29.0717       -96.4338
T_0094           60         -37.7477       180.9455
T_0094           61          14.1754        89.6521
T_0094           62         -76.2875       -83.2768
T_0094           63         -20.2094        30.0063
T_0094           64        -176.0548      -232.6422
T_0094           65       -1516.3976      -655.1331
T_0094           66         127.6996       272.2558
T_0094           67        -110.2132       238.5321
T_0094           68          25.5725         1.2931
T_0094           69        -134.6959       -63.8691
T_0094           70          49.6991       144.8508
T_0094           71        -170.9676       -78.8743
T_0094           72         202.9667       153.1386
T_0094           73        -165.5181       -83.9529
T_0094           74         -80.6590       -63.8043
T_0094           75          70.9495       100.4537
T_0094           76          25.5684       233.1922
T_0094           77         107.0407       290.1559
T_0094           78        -112.0952      -223.6544
T_0094           79        -135.0554       -18.8979
T_0094           80        -322.1026      -116.9818
