Filename       Segment   T0T7000Corr_r-ASNN T0T7000Corr_l-ASNN
T_0008            1        -327.2091       262.7048
T_0008            2         697.7130      1130.2597
T_0008            3         599.1035       110.7167
T_0008            4         176.4535       374.4142
T_0008            5         332.7377       114.3585
T_0008            6        -197.2342      -171.1669
T_0008            7        -232.8178         0.2486
T_0008            8        -313.7889       -73.5494
T_0008            9         -60.6803       128.4570
T_0008           10          -1.2896        60.0036
T_0008           11         323.1434       735.5946
T_0008           12         605.1582       324.8355
T_0008           13         -34.3760       -50.1917
T_0008           14        -110.2134       140.1114
T_0008           15         -82.3313       202.9275
T_0008           16         320.9346       625.3186
T_0008           17         160.8917       485.6337
T_0008           18        -286.9264      -482.0581
T_0008           19         180.7310       624.8386
T_0008           20          87.3147        92.3966
T_0008           21         249.2881       246.5192
T_0008           22        -185.5619       323.2726
T_0008           23          84.0971       -31.7412
T_0008           24          86.2336       180.4372
T_0008           25        -146.1074       258.0665
T_0008           26         459.1545       716.2673
T_0008           27          68.4055      -351.7604
T_0008           28         139.8967       178.3180
T_0008           29         -35.1785       275.6565
T_0008           30         135.4674       573.3434
T_0008           31         388.2696       460.2522
T_0008           32         190.1320       196.1390
T_0008           33          80.0598       286.9914
T_0008           34         140.1851       140.0122
T_0008           35        -336.1853      -568.9249
T_0008           36         638.4080       577.6389
T_0008           37          -1.5524       234.6820
T_0008           38         -52.9909        61.2925
T_0008           39         323.7566       605.2038
T_0008           40         562.8795      1010.2923
T_0008           41         355.3167       303.1614
T_0008           42          95.0023       217.5009
T_0008           43         400.9098       466.1838
T_0008           44         251.0127       213.9105
T_0008           45         277.4915       368.0207
T_0008           46        -142.1466       440.7812
T_0008           47        -173.1774      -203.1325
T_0008           48         850.8805       622.7853
T_0008           49        -194.0154      -357.4361
T_0008           50        -140.9972      -613.2332
T_0008           51        -138.8269       510.1312
T_0008           52         353.0265       535.0196
T_0008           53        -105.1409       -77.0769
T_0008           54         -90.1024       400.3899
T_0008           55        -135.3997      -405.1444
T_0008           56        -327.8268       295.6764
T_0008           57         128.1467        51.2007
T_0008           58         232.8001       356.0767
T_0008           59         105.8118       131.8672
T_0008           60         193.5923       263.2363
T_0008           61         400.3415       192.1032
T_0008           62        -153.6398      1715.4945
T_0008           63         -51.3267     -1215.8401
T_0008           64        -454.9066     -1149.9139
T_0008           65         295.8858       242.3189
T_0008           66         329.4628       460.6093
T_0008           67         163.6151        17.2938
T_0008           68         104.9459       100.4929
T_0008           69         -24.9246      -345.7766
T_0008           70         403.7135      1133.2783
T_0008           71         184.9875      -190.2382
T_0008           72         124.2827      -114.4967
T_0008           73          87.9645      -274.5611
T_0008           74         112.6186       342.9230
T_0008           75         188.2971       473.3953
T_0008           76         279.8115       281.0685
T_0008           77         -29.3650      -353.5374
T_0008           78         -91.2530      -548.5202
T_0008           79         215.6653       466.8007
T_0008           80         487.5249       325.0306
