Filename       Segment   T0T7000Corr_r-ASNN T0T7000Corr_l-ASNN
T_0168            1         679.8414      2274.9134
T_0168            2         640.7893       516.6701
T_0168            3         665.0473       126.9848
T_0168            4       -1699.5380      -729.6005
T_0168            5        1568.7439       498.0144
T_0168            6         614.4204       414.7400
T_0168            7        -927.0047     -3193.1677
T_0168            8        1383.2372       764.4743
T_0168            9         780.2783       385.0194
T_0168           10         996.6826      2056.5854
T_0168           11        1103.0801      1032.2554
T_0168           12         253.1877       308.7607
T_0168           13         456.5819       422.8255
T_0168           14        -402.7893      -269.0178
T_0168           15       -1713.9751      -594.3949
T_0168           16        1105.7048      -331.1043
T_0168           17        -563.7206     -1887.0763
T_0168           18         776.1244       322.2047
T_0168           19         148.9006       267.7902
T_0168           20         699.3223       618.8294
T_0168           21         577.2315       746.8142
T_0168           22        3255.0163      2122.9375
T_0168           23         817.1103       410.0318
T_0168           24         747.3120       968.9036
T_0168           25         563.5148       382.7746
T_0168           26         506.5592       852.0783
T_0168           27        -111.6991        22.4376
T_0168           28        -377.9457      -271.4473
T_0168           29         469.5589       512.1898
T_0168           30         692.1571      1574.4728
T_0168           31        -402.1525       -71.4074
T_0168           32         202.7012      -637.9027
T_0168           33         619.0361       727.4228
T_0168           34       -1782.3510     -1422.0105
T_0168           35         627.9317       644.6890
T_0168           36        1185.3061       354.1583
T_0168           37        1469.6696      2155.0235
T_0168           38        -123.7205      -273.0707
T_0168           39         156.3098      1837.4044
T_0168           40        1995.8997      1004.9907
T_0168           41         800.0599       507.0937
T_0168           42         265.0095       502.1138
T_0168           43        1230.7076       920.8066
T_0168           44         315.2505       534.7563
T_0168           45       -1939.9237      -791.9797
T_0168           46        1122.8322       467.5131
T_0168           47        -404.2945      -136.4209
T_0168           48        1248.9637      1013.4273
T_0168           49         942.0750       324.2382
T_0168           50       -2390.2717      -833.8935
T_0168           51         759.9857       522.6666
T_0168           52         203.2667      -394.6346
T_0168           53        -840.3617      -493.3861
T_0168           54         598.3079       426.3324
T_0168           55        -336.8551       312.4990
T_0168           56        -117.1418       362.0540
T_0168           57       -2510.5710     -1433.7623
T_0168           58        1924.6340       987.2461
T_0168           59         361.8280       776.3053
T_0168           60        -246.2018       319.1428
T_0168           61         962.5211       733.6285
T_0168           62        2592.3273       940.1511
T_0168           63         -74.8541      -604.1934
T_0168           64         298.4050       357.4010
T_0168           65       -1049.9484      -324.6105
T_0168           66          61.2111       362.2039
T_0168           67         523.3873       311.0186
T_0168           68        -216.2265       -55.5384
T_0168           69         422.6426       439.6327
T_0168           70        1193.6959       834.4748
T_0168           71         784.1555       842.2053
T_0168           72         280.6236      -135.5913
T_0168           73         926.8103       756.3363
T_0168           74       -2852.1635     -1717.2679
T_0168           75        -827.3729       658.3484
T_0168           76        1162.8769       784.9756
T_0168           77         520.0134       894.9904
T_0168           78        1731.4765       586.3793
T_0168           79         813.2693       517.8074
T_0168           80        3659.3535      2302.2227
