Filename       Segment   T0T7000Corr_r-ASNN T0T7000Corr_l-ASNN
T_0025            1        1262.0269       -19.5123
T_0025            2        -657.7433      -131.9038
T_0025            3        -170.0136      -207.2724
T_0025            4         115.0536         6.3068
T_0025            5        -334.7076      -120.3295
T_0025            6        -251.2703        -6.3156
T_0025            7        -705.2402      -122.3233
T_0025            8        1567.3577       343.9469
T_0025            9        -739.0155      -279.3596
T_0025           10       -1149.4959      -460.7871
T_0025           11         401.6622       -43.9032
T_0025           12         -52.6409      -184.9961
T_0025           13        -706.1769       240.2065
T_0025           14         442.0328       231.7894
T_0025           15        -286.4986      -161.9604
T_0025           16         613.0034        93.8776
T_0025           17         -56.3191      -245.3565
T_0025           18         800.5574       222.3169
T_0025           19        -396.1777      -122.1649
T_0025           20         412.4528        87.3815
T_0025           21        -923.4057      -439.0144
T_0025           22        -966.6648      -531.7127
T_0025           23         153.7504       -43.1764
T_0025           24       -1161.3777      -690.8345
T_0025           25         156.8034       118.1685
T_0025           26        -641.3944       -60.4296
T_0025           27        -432.7330        -2.8374
T_0025           28        1241.4374       596.1671
T_0025           29       -2469.5924      -956.3945
T_0025           30         590.6266       285.2962
T_0025           31        -675.2804        73.7730
T_0025           32        -313.8871      -115.0667
T_0025           33        -571.6136      -240.2773
T_0025           34        1125.2184       199.0755
T_0025           35        -235.7460       165.0766
T_0025           36        -242.7497      -225.7304
T_0025           37         850.7201       166.0300
T_0025           38          46.1192      -163.6162
T_0025           39         111.9458       196.3106
T_0025           40        -927.8396      -226.4003
T_0025           41        1142.3742       650.4569
T_0025           42         938.0116       535.3362
T_0025           43        -110.9159       146.5877
T_0025           44        -476.1082      -458.9406
T_0025           45         152.0788       -58.6864
T_0025           46           7.5857       163.4111
T_0025           47        1829.7851       559.7804
T_0025           48         872.4303        79.1672
T_0025           49        -272.2028       -69.6817
T_0025           50       -1402.7190      -649.0649
T_0025           51        1584.0191       172.0347
T_0025           52        -316.5533       -48.6475
T_0025           53         248.3166       -16.0644
T_0025           54         774.6085       120.7178
T_0025           55       -1042.1315      -182.1689
T_0025           56        -507.9057      -111.7363
T_0025           57       -1573.7735      -562.2914
T_0025           58        -284.7138      -366.9683
T_0025           59        -426.0418      -241.0607
T_0025           60         348.4692        68.7370
T_0025           61         862.8714       405.1590
T_0025           62        3001.9821      1216.2380
T_0025           63        -377.4740      -207.0157
T_0025           64         -11.2262        -7.9871
T_0025           65        -123.1247        60.5336
T_0025           66         307.9886       -30.1493
T_0025           67          79.7883       -47.8092
T_0025           68         169.9676       245.2365
T_0025           69        -546.2301      -120.6059
T_0025           70         764.5359       -64.6590
T_0025           71        -909.5423      -163.1020
T_0025           72       -2267.0315      -719.1471
T_0025           73         290.5735        92.9620
T_0025           74         164.4620        -6.5431
T_0025           75         349.6784       384.0366
T_0025           76        -637.8280        36.7323
T_0025           77         736.2266      -210.2229
T_0025           78         -19.9175      -172.7945
T_0025           79        -408.1363      -280.8593
T_0025           80        -604.2447       288.0614
