Filename       Segment   T0T7000Corr_r-ASNN T0T7000Corr_l-ASNN
T_0149            1          24.8952        17.1357
T_0149            2        -269.3632      -211.6041
T_0149            3         280.4490      1189.9432
T_0149            4        -808.8658     -1591.4269
T_0149            5         599.8058      1433.5211
T_0149            6        -549.8641     -1180.5942
T_0149            7         368.9074       379.5541
T_0149            8        -246.6466       -82.0682
T_0149            9         153.8933       344.1137
T_0149           10           1.0206       115.2484
T_0149           11        -189.6930      -164.9608
T_0149           12          86.1297       921.7065
T_0149           13        -390.1018      -746.5079
T_0149           14        -402.6802      -478.1567
T_0149           15         522.4048      1297.7363
T_0149           16        -373.6440       776.1357
T_0149           17        -154.6064      -185.4165
T_0149           18         121.7038       323.2668
T_0149           19        -543.9498        41.6501
T_0149           20         -30.9603        41.3516
T_0149           21         -66.5282      1329.1258
T_0149           22         868.0028      1954.5820
T_0149           23         -17.7557       236.6380
T_0149           24         405.5799       252.6617
T_0149           25         127.2769        46.9235
T_0149           26         266.4631       936.1053
T_0149           27        -511.5229      -384.6414
T_0149           28        -428.6045      1076.7540
T_0149           29         115.7946      1310.3288
T_0149           30          22.5522       202.1257
T_0149           31        -367.6993      -255.2713
T_0149           32          39.9610      -117.2820
T_0149           33         354.4869       757.7906
T_0149           34        -382.9454      -108.5532
T_0149           35         213.3977       310.3912
T_0149           36         119.4264       273.2784
T_0149           37         195.8820       298.4764
T_0149           38          -5.9463      -177.4973
T_0149           39         119.0261       265.7930
T_0149           40         253.5985       127.1404
T_0149           41         952.7609       950.7804
T_0149           42        -682.8306      -130.0469
T_0149           43         936.9457      2527.6427
T_0149           44        -415.6449      -466.8868
T_0149           45        -111.7908       135.7737
T_0149           46          49.0915      -189.1830
T_0149           47        -750.5420      -471.6247
T_0149           48         195.7849       810.6180
T_0149           49       -1489.0564      -973.9447
T_0149           50         -26.8081      -190.9550
T_0149           51        -742.4803        94.2823
T_0149           52        -859.4982       263.4037
T_0149           53         -87.7554     -1189.8219
T_0149           54         111.6283       409.9820
T_0149           55         181.0913      1941.2169
T_0149           56        -305.1302      -926.7833
T_0149           57        -285.2295     -1198.2651
T_0149           58         116.4051      1018.7943
T_0149           59          78.2427       783.9592
T_0149           60          26.8732       421.8447
T_0149           61         362.0943      1117.5125
T_0149           62          50.5936         3.8439
T_0149           63         259.8154      1088.6321
T_0149           64        -147.2864       320.0326
T_0149           65         669.3123       800.7773
T_0149           66          40.3016       209.1464
T_0149           67        -139.6890        21.8900
T_0149           68         762.7704       -38.1772
T_0149           69        -121.4885       -95.7176
T_0149           70         160.4085       447.7139
T_0149           71         608.6166       135.0508
T_0149           72        -303.2501      -463.3003
T_0149           73         634.0433      1295.2635
T_0149           74        -805.7666     -1541.9001
T_0149           75          17.8381       -46.8645
T_0149           76         281.4402        69.0192
T_0149           77        -281.2047      -276.2874
T_0149           78          -3.5658      -404.8733
T_0149           79         202.1686      -291.8311
T_0149           80        1346.8355      1592.3496
