Filename       Segment   T0T7000Corr_r-ASNN T0T7000Corr_l-ASNN
T_0063            1        1347.6883       711.1253
T_0063            2          76.8815        65.1936
T_0063            3         153.1126        44.0085
T_0063            4         288.8624       229.2422
T_0063            5         110.5784       118.9439
T_0063            6        -163.7878      -182.8546
T_0063            7          31.6977      -313.4746
T_0063            8         885.3217       899.7813
T_0063            9         382.4490       106.9131
T_0063           10        -246.6329      -330.2059
T_0063           11        2079.5296      1502.3337
T_0063           12        1135.8483       569.4698
T_0063           13         -93.2446       213.3184
T_0063           14         166.5822       263.6237
T_0063           15       -4425.1746     -4911.7746
T_0063           16         -11.7895       -14.3151
T_0063           17          85.9057       268.6350
T_0063           18         342.8685        83.6918
T_0063           19         326.5089       330.7742
T_0063           20        1111.1638       489.4804
T_0063           21         503.3136      -487.4146
T_0063           22        1766.9777      1679.5164
T_0063           23        1611.7547      1420.5675
T_0063           24        -213.0888       -19.2852
T_0063           25         259.2414       413.3279
T_0063           26         395.5508        55.3139
T_0063           27         279.2797       249.4247
T_0063           28         -85.6166        10.1013
T_0063           29         487.0523       365.4860
T_0063           30         844.8049       295.1001
T_0063           31        -260.6803       117.4744
T_0063           32          43.2635       -41.5874
T_0063           33        1260.8628       760.1601
T_0063           34         398.3596       228.9114
T_0063           35         799.6153       736.0243
T_0063           36        1051.1942       731.4686
T_0063           37        2273.3048      1067.2343
T_0063           38         769.5268       384.9819
T_0063           39        -293.7564       -70.8453
T_0063           40         694.2079       536.6319
T_0063           41        2647.5099      2880.2490
T_0063           42        2032.8054      2600.9974
T_0063           43        2371.9078      2138.4092
T_0063           44        -456.8177        81.5074
T_0063           45         939.0132       950.0901
T_0063           46        1316.4573       857.7278
T_0063           47        2855.6981      4150.9516
T_0063           48         -69.6595        77.5725
T_0063           49        2146.1578      1524.7075
T_0063           50         593.4098       809.8674
T_0063           51         692.1646       288.0075
T_0063           52         351.9727       508.0364
T_0063           53         352.0904       281.8798
T_0063           54        1973.4305      1503.8542
T_0063           55        -262.4468      -193.5032
T_0063           56        1051.3804       725.8780
T_0063           57         633.0165       371.8928
T_0063           58        1343.0831       741.8848
T_0063           59         707.1653       121.0763
T_0063           60        1473.7078      1038.0329
T_0063           61         694.5600       762.0177
T_0063           62        1597.2616       899.4932
T_0063           63         435.7178       670.9577
T_0063           64         305.6780      -206.2757
T_0063           65         688.6490       628.9066
T_0063           66        1464.3021       828.2535
T_0063           67         948.3678      1528.5170
T_0063           68        1282.4785       322.9991
T_0063           69        2049.1637      1342.6234
T_0063           70        1331.8577       838.9087
T_0063           71        2765.4097      2087.0586
T_0063           72        2059.0141      1683.6308
T_0063           73        4070.0341      2304.7754
T_0063           74        1090.4992       291.3560
T_0063           75        2708.4619      2142.2107
T_0063           76         828.2960      2331.6243
T_0063           77        1007.5596      1435.9354
T_0063           78         758.9245       833.0550
T_0063           79         682.3901       299.3509
T_0063           80        2266.6785      1059.9563
