Filename       Segment   T0T7000Corr_r-ASNN T0T7000Corr_l-ASNN
T_0100            1         214.9999       355.7928
T_0100            2          46.2051       268.8198
T_0100            3          28.2140       461.7503
T_0100            4          32.2546      2060.7940
T_0100            5         365.7607      1438.6818
T_0100            6         -36.6178        85.0318
T_0100            7        -128.4792      -995.3202
T_0100            8         341.4832      1204.4627
T_0100            9         -35.8797       712.0223
T_0100           10         -60.9320       -63.1355
T_0100           11         307.2445       585.1353
T_0100           12         136.4565       871.9993
T_0100           13         109.7924       363.7734
T_0100           14          48.1908       145.6690
T_0100           15         342.4272       919.8019
T_0100           16         100.1664       438.9059
T_0100           17         132.5544        30.5929
T_0100           18        -411.8525       123.1678
T_0100           19           3.3830       114.9632
T_0100           20          37.4052       486.8806
T_0100           21          34.5031       -25.4877
T_0100           22         143.6072       189.4345
T_0100           23          66.3501      -125.0597
T_0100           24        -968.7583     -3969.8731
T_0100           25        -284.2316       -97.2612
T_0100           26        -377.6868      -411.5399
T_0100           27        -356.3147        28.9257
T_0100           28          39.2830       206.0868
T_0100           29        -711.5041      -911.6396
T_0100           30         325.1449      -254.6191
T_0100           31       -1992.5786     -4815.9334
T_0100           32         301.3188      -202.9465
T_0100           33         337.3665      1011.0924
T_0100           34         -17.8460       356.1086
T_0100           35           2.3161       439.8312
T_0100           36         -60.4459      -392.7870
T_0100           37        -158.5415       -27.5130
T_0100           38        -202.1089      -341.7188
T_0100           39        -190.2450      -974.6835
T_0100           40       -1623.2872     -2610.8588
T_0100           41         260.4111       159.9821
T_0100           42        -251.5255      -312.9284
T_0100           43         185.4967       307.7069
T_0100           44         -22.9346        60.8882
T_0100           45          10.5428         1.3769
T_0100           46         533.6541       229.3881
T_0100           47         -35.6582       -25.2062
T_0100           48         104.2103       378.6934
T_0100           49         709.4418       256.6310
T_0100           50         260.2031       208.1501
T_0100           51        -119.3104      -306.2392
T_0100           52       -1520.7874       735.2923
T_0100           53          52.4156       232.8688
T_0100           54        -162.4183       117.2846
T_0100           55         212.6011       438.7511
T_0100           56        2005.3460      1412.0609
T_0100           57          70.8157        42.6661
T_0100           58         267.5096       282.8956
T_0100           59         231.2800       316.9519
T_0100           60         610.3904       251.9568
T_0100           61        -212.2468       -51.0336
T_0100           62          25.7702      -132.1278
T_0100           63         208.2382       617.0725
T_0100           64        1500.4380      1009.3983
T_0100           65         414.9562      1378.3531
T_0100           66        -407.8048       982.2707
T_0100           67         -76.8647      -583.4361
T_0100           68        -179.1799      -149.4691
T_0100           69         703.0430       273.6998
T_0100           70         230.8770       495.8053
T_0100           71         504.3795      1475.7974
T_0100           72          63.6018      -292.4809
T_0100           73         538.8049       844.8497
T_0100           74         396.0820       471.7827
T_0100           75         902.4981      2632.8935
T_0100           76         637.1881      -121.7441
T_0100           77         -67.6012       361.8385
T_0100           78         320.2609       231.6736
T_0100           79       -1356.5705     -1669.2618
T_0100           80        -392.9027      -864.3281
