Filename       Segment   T0T7000Corr_r-ASNN T0T7000Corr_l-ASNN
T_0087            1         313.6427       366.0342
T_0087            2          -9.3352      -105.1072
T_0087            3         280.2343       208.6438
T_0087            4         122.1436       342.5484
T_0087            5         325.0464       254.5773
T_0087            6         -76.9230        64.2254
T_0087            7          -8.3999        35.1513
T_0087            8         657.4821       374.0341
T_0087            9         193.4772       239.6017
T_0087           10          11.0186         8.6173
T_0087           11         503.4123       382.3430
T_0087           12         157.8316       250.0992
T_0087           13         381.3333       684.8779
T_0087           14         266.7792       263.7757
T_0087           15        1125.1953       483.2192
T_0087           16         250.1700       147.1861
T_0087           17         406.5413      -157.9668
T_0087           18         148.7206        60.7729
T_0087           19         194.2753        33.9943
T_0087           20         743.6404        20.9995
T_0087           21          12.5292        72.3512
T_0087           22         836.4678       246.1346
T_0087           23        1336.0406       596.5390
T_0087           24        -356.3766      -246.1202
T_0087           25         321.4536       284.2023
T_0087           26         468.1510       370.7341
T_0087           27         519.0461      -296.8302
T_0087           28        1338.2977      1006.2497
T_0087           29         229.3943       423.2244
T_0087           30         760.7824       285.5591
T_0087           31        -139.9085       -59.4013
T_0087           32         164.1413       -48.5699
T_0087           33         571.6148       194.3645
T_0087           34         702.7683       178.8299
T_0087           35        -517.8047      -941.4736
T_0087           36        1180.8303       657.5239
T_0087           37         985.4471       241.3711
T_0087           38         161.0547      -209.5671
T_0087           39         965.4584        69.9818
T_0087           40         512.4684        96.8790
T_0087           41         492.5813        59.6933
T_0087           42        1346.7961       843.6557
T_0087           43        1259.8907       300.1127
T_0087           44        -217.9138       227.5334
T_0087           45         643.2069        83.8329
T_0087           46         208.2042       139.0609
T_0087           47         264.3182        93.6745
T_0087           48         439.4479      -104.3589
T_0087           49        1291.5854      1013.0028
T_0087           50        -533.2377      -489.5312
T_0087           51         732.6800       330.4283
T_0087           52         412.4601       163.3730
T_0087           53         317.6436       -40.7743
T_0087           54         782.5916       676.8956
T_0087           55          59.5836       145.5017
T_0087           56         -69.1287       105.5588
T_0087           57        -950.0937      -945.5190
T_0087           58         559.8185       140.2997
T_0087           59         513.7339       198.7491
T_0087           60         320.1710      -126.1506
T_0087           61         562.9644       416.4478
T_0087           62        1111.0584       733.5820
T_0087           63        -269.3073       -47.9870
T_0087           64         375.6163       371.4721
T_0087           65        1222.1935       322.4847
T_0087           66         882.0308       973.3250
T_0087           67         241.3433        -2.6592
T_0087           68         -66.0309       311.3619
T_0087           69         319.7881       219.2995
T_0087           70        1096.5191       911.1262
T_0087           71        1066.2406       197.5995
T_0087           72        -714.9281      -476.8333
T_0087           73         675.8771       674.5291
T_0087           74         -24.4812        54.1481
T_0087           75         777.4755       424.0326
T_0087           76        1301.9520       723.2516
T_0087           77        -752.1012      -426.3709
T_0087           78         105.7774       706.0259
T_0087           79        1063.5544       429.9276
T_0087           80         742.7135        50.9897
