Filename       Segment   T0T7000Corr_r-ASNN T0T7000Corr_l-ASNN
P_0009            1         477.7973      2156.2456
P_0009            2        -551.9006     -1091.7912
P_0009            3         -62.7600       110.4976
P_0009            4         110.3852        93.7851
P_0009            5         152.5481       120.6770
P_0009            6         -66.2624      -159.2470
P_0009            7          97.5525       245.2706
P_0009            8        -401.0786      -639.6602
P_0009            9          71.0166       254.2107
P_0009           10        -405.7735      -941.0465
P_0009           11         882.0564      2308.2880
P_0009           12        -127.4686       237.5029
P_0009           13        -330.5036      -136.3165
P_0009           14         -11.8385       511.9949
P_0009           15          74.1713       607.4189
P_0009           16         -81.4773      -323.5515
P_0009           17          18.2719        52.7499
P_0009           18        -580.9123     -1914.5660
P_0009           19         171.4086      -205.1731
P_0009           20         601.7164      1458.6315
P_0009           21         184.2567       361.1134
P_0009           22        -180.0569       139.7898
P_0009           23         435.1128        72.6501
P_0009           24        -298.3094      -249.4891
P_0009           25        -631.9836     -1274.8282
P_0009           26          64.6989       609.6375
P_0009           27        -202.0006       -62.9623
P_0009           28          -6.9985       258.4580
P_0009           29        -258.0450      -421.1391
P_0009           30         357.5262      1799.8881
P_0009           31        -407.2885       155.9294
P_0009           32          90.5182       314.0541
P_0009           33          73.6760       114.5841
P_0009           34          38.3114       -39.1453
P_0009           35       -1133.1004     -2787.8126
P_0009           36         -60.6306       209.1152
P_0009           37        -272.7684       116.8055
P_0009           38        -747.1270     -1779.4792
P_0009           39        -359.7066      -421.4099
P_0009           40          25.3280        50.2289
P_0009           41         -64.8721      -304.9195
P_0009           42        -261.7286       129.4333
P_0009           43          71.1158       615.6954
P_0009           44        -187.6642      -289.0585
P_0009           45          31.2338        25.3298
P_0009           46          73.9145       263.4809
P_0009           47        1616.1702      2050.6784
P_0009           48          94.2706       408.7464
P_0009           49         877.4428      3931.8151
P_0009           50         105.5929       -16.6331
P_0009           51        -703.2274     -1765.5991
P_0009           52        -407.1515      -541.6964
P_0009           53         -18.1894        86.4585
P_0009           54         104.6481        63.4642
P_0009           55        -274.2875      -641.2253
P_0009           56         110.1278       166.7247
P_0009           57          32.0632      -331.9989
P_0009           58         149.1254       306.5468
P_0009           59         143.9201       499.7213
P_0009           60         -51.8343       326.2426
P_0009           61        -168.9722       117.1561
P_0009           62         -55.6710       447.8254
P_0009           63          12.9389       651.1516
P_0009           64        -419.4479      -882.8239
P_0009           65         -88.5875       240.7162
P_0009           66        -151.3020      -242.7883
P_0009           67         292.2918       902.2176
P_0009           68        -105.8629        86.9189
P_0009           69        -295.2971     -2878.0544
P_0009           70         611.3576      3432.8325
P_0009           71         111.1137       280.0637
P_0009           72          -1.7237       520.3048
P_0009           73        -111.8886       212.8513
P_0009           74        -107.7690      -216.0872
P_0009           75         357.5516       679.9788
P_0009           76        -794.7226      -755.6653
P_0009           77         210.0462        44.8896
P_0009           78          34.2334         7.6324
P_0009           79        -108.1169      -483.5745
P_0009           80         281.2160       601.7551
