Filename       Segment   T0T7000Corr_r-ASNN T0T7000Corr_l-ASNN
T_0057            1          53.7653       107.6235
T_0057            2           6.2611       428.2575
T_0057            3          30.3142      -101.8127
T_0057            4          15.9521       142.6355
T_0057            5         384.8670       134.8925
T_0057            6          37.3350       167.5887
T_0057            7          62.6383       -75.3177
T_0057            8          66.3798        -6.1050
T_0057            9         197.8807       242.0874
T_0057           10          86.3228        82.5695
T_0057           11          38.0873       -55.1884
T_0057           12         265.0214       268.9503
T_0057           13          20.7530       -51.6247
T_0057           14           0.1192        -0.8874
T_0057           15          80.0653       348.4101
T_0057           16          29.8946       -47.0847
T_0057           17       -1790.5947      -196.2748
T_0057           18        -105.5759      -110.2381
T_0057           19         185.8978        91.6848
T_0057           20        -670.2141      -708.3969
T_0057           21          74.1370       170.7973
T_0057           22         -46.2187         8.6273
T_0057           23          90.0097         8.5188
T_0057           24        -383.8231      -805.1928
T_0057           25         -11.0040      -229.1720
T_0057           26          37.6595       -24.4836
T_0057           27         111.0087        31.3160
T_0057           28          18.8288       264.3783
T_0057           29         160.5211       287.5564
T_0057           30         391.6267       -21.0879
T_0057           31         211.4457       405.5072
T_0057           32         144.7485      1313.5035
T_0057           33           4.6806      -206.7626
T_0057           34          92.9516       736.0495
T_0057           35         175.0262      -137.7736
T_0057           36         410.6412       -37.8276
T_0057           37        -194.2587      -277.0866
T_0057           38         127.1169       -25.1404
T_0057           39         220.5844       460.5092
T_0057           40         250.5723        -4.1671
T_0057           41       -2367.8849     -2249.6805
T_0057           42         186.5468       225.9432
T_0057           43         215.6399       853.7183
T_0057           44       -1636.1246      -476.1593
T_0057           45         152.3361       283.7457
T_0057           46           2.5716       309.2229
T_0057           47         295.5034       396.2879
T_0057           48          32.8859       262.0638
T_0057           49         291.8020       512.7481
T_0057           50         240.4738       546.9056
T_0057           51          91.8591       202.8187
T_0057           52          35.9354        89.0201
T_0057           53         110.8249       108.6727
T_0057           54         217.9608       289.0596
T_0057           55         -28.5786       -14.1002
T_0057           56         197.6326       428.9158
T_0057           57          64.8812       -59.4683
T_0057           58         635.7847       380.9273
T_0057           59         229.2419       258.9909
T_0057           60          73.9493       516.7245
T_0057           61         182.0105      -190.1985
T_0057           62         265.6476       349.6327
T_0057           63          16.6060       295.5303
T_0057           64         -21.3099       164.5519
T_0057           65         236.4803       125.2767
T_0057           66        -471.1320      -324.0971
T_0057           67         416.3257       504.1207
T_0057           68        -194.2935       103.8234
T_0057           69         125.2614        -3.6539
T_0057           70         -52.2228        91.2433
T_0057           71         454.6830        53.5193
T_0057           72          46.8480      -875.8133
T_0057           73        -238.9173      -376.9848
T_0057           74         195.5416        22.7936
T_0057           75        -185.2196       -62.7024
T_0057           76         206.7947       149.1652
T_0057           77        -292.8315        63.8186
T_0057           78          51.8258       725.6040
T_0057           79        -315.3854      -460.2575
T_0057           80          47.2463      -593.3969
