Filename       Segment   T0T7000Corr_r-ASNN T0T7000Corr_l-ASNN
T_0018            1         351.4938      1070.4120
T_0018            2        -132.1691      1727.8915
T_0018            3         243.6044       154.0031
T_0018            4         535.2464       918.5230
T_0018            5         283.0455      1069.1447
T_0018            6        -940.8704     -2314.0478
T_0018            7         -87.6260      -189.6270
T_0018            8        -113.9608      -437.8896
T_0018            9          -9.7527      -216.3972
T_0018           10         -36.6414        -9.7841
T_0018           11         877.9910      1061.9098
T_0018           12          76.8040      -110.8009
T_0018           13         -22.3164      -464.5405
T_0018           14        -208.3318     -1443.3693
T_0018           15         -16.5654       -33.3834
T_0018           16          10.7935       198.5778
T_0018           17           4.9820       -88.9736
T_0018           18          34.8256       -71.4791
T_0018           19         663.2035       413.1329
T_0018           20         854.9571       768.6666
T_0018           21         177.8552        96.8880
T_0018           22         339.1672       423.5353
T_0018           23         281.8352       400.6717
T_0018           24        3822.0020       532.3968
T_0018           25          29.5745       305.6797
T_0018           26         446.6103       378.6306
T_0018           27        -176.7075        41.4100
T_0018           28          99.8974       209.1528
T_0018           29           5.1457      -331.2729
T_0018           30         214.2606       398.9780
T_0018           31         373.4570        47.5616
T_0018           32        -621.5812      -773.7518
T_0018           33         250.9667        62.4643
T_0018           34         192.4877      -637.2000
T_0018           35          51.7112        56.6334
T_0018           36         337.8356       475.8078
T_0018           37         420.8270       414.8054
T_0018           38          42.8385        40.0538
T_0018           39          63.2752       -42.8320
T_0018           40         -32.6685        16.3135
T_0018           41         129.0187       252.0933
T_0018           42         192.7405       640.2691
T_0018           43         540.8360       157.4095
T_0018           44        -155.9289       -53.4521
T_0018           45         146.4412      -248.7441
T_0018           46        -198.8516      -220.8576
T_0018           47         329.6311       282.6945
T_0018           48         361.5950      1356.5735
T_0018           49         356.4993       620.9365
T_0018           50         563.0092       410.8229
T_0018           51         581.7853       320.0796
T_0018           52         529.1660       333.1720
T_0018           53         -54.5761        20.5897
T_0018           54         165.8856       -99.6291
T_0018           55        -293.4335      -145.7345
T_0018           56       -5809.4337     -4040.4659
T_0018           57         -81.1972        27.1808
T_0018           58        -163.8814       109.8498
T_0018           59         358.3054       349.0450
T_0018           60         213.9352       -27.8473
T_0018           61         115.4782        97.7487
T_0018           62         744.8721       305.6891
T_0018           63        -179.2599      -143.7189
T_0018           64          61.5929      -285.9173
T_0018           65        -400.4914        43.4595
T_0018           66         290.1141       362.1926
T_0018           67         376.8461       321.5276
T_0018           68         413.1910       712.7509
T_0018           69        1088.4177       417.2873
T_0018           70        1161.5758      2129.7136
T_0018           71         -92.9704        99.2023
T_0018           72         306.4203       246.3206
T_0018           73         114.7796       196.9508
T_0018           74        -584.6606      -485.9191
T_0018           75         238.0838       795.4457
T_0018           76         297.5356        47.0779
T_0018           77         159.9136       166.0200
T_0018           78        -246.6579      -131.5265
T_0018           79         281.5239       154.7625
T_0018           80       -4055.1861     -2732.0306
