Filename       Segment   T0T7000Corr_r-ASNN T0T7000Corr_l-ASNN
T_0069            1         -22.4646        62.3468
T_0069            2         201.2759       398.7713
T_0069            3         -62.2848        96.3114
T_0069            4         858.7182       449.9582
T_0069            5        -618.4022      -761.9467
T_0069            6        -570.2792      -408.3262
T_0069            7         892.9884       567.4193
T_0069            8         440.5491       290.0276
T_0069            9         -95.4643        57.8632
T_0069           10           2.6540       -34.3783
T_0069           11         589.8319        82.3406
T_0069           12        -110.1390      -111.0503
T_0069           13          39.4586       -71.1281
T_0069           14         784.9932       341.7355
T_0069           15         668.9787        27.6547
T_0069           16         208.1116       173.9116
T_0069           17         -11.5270      -115.8010
T_0069           18         256.2799       152.3319
T_0069           19         550.1888       180.3864
T_0069           20         -10.7598      -133.7098
T_0069           21         390.6583      -496.3053
T_0069           22         113.6991       -10.4942
T_0069           23        -167.0506        98.9901
T_0069           24         488.7720       481.5931
T_0069           25         293.9437       174.8751
T_0069           26         842.6468       -59.1094
T_0069           27         221.9522       264.1618
T_0069           28         300.8337       625.2525
T_0069           29         141.8033        55.4583
T_0069           30         570.0195       512.4296
T_0069           31          68.5218       -53.7468
T_0069           32         342.5600       312.5221
T_0069           33         200.8171       198.4919
T_0069           34          85.0953       -56.9953
T_0069           35         221.4068       313.4045
T_0069           36       -2184.4182      -598.5104
T_0069           37         319.6061       361.9786
T_0069           38         238.0303       129.9659
T_0069           39         228.2787       175.8705
T_0069           40         356.9668       607.0027
T_0069           41         443.2705       291.0210
T_0069           42        -114.3600      -201.9450
T_0069           43         193.7957       395.5004
T_0069           44        -327.3358      -308.0196
T_0069           45        -162.1595        33.9791
T_0069           46         306.8326       294.1569
T_0069           47         387.5381       524.0440
T_0069           48         233.1572       455.8663
T_0069           49        -527.3741      -373.4168
T_0069           50         549.6674       404.2847
T_0069           51         832.7652       724.1296
T_0069           52        -210.5981       -39.1968
T_0069           53         309.5113       255.1217
T_0069           54        2072.7687       339.1584
T_0069           55         -40.0527       142.0594
T_0069           56          -7.3175       102.1999
T_0069           57         409.4876       485.6433
T_0069           58          72.4490       137.5924
T_0069           59        -376.2766      -491.6323
T_0069           60         -17.8241       198.2201
T_0069           61         229.4208       164.2342
T_0069           62         150.1636        36.0975
T_0069           63         171.1042       375.1081
T_0069           64         243.3439       141.2494
T_0069           65          94.4192       253.1226
T_0069           66         126.1372       164.5005
T_0069           67         215.2923       167.6311
T_0069           68         301.6288      -125.5231
T_0069           69        1234.0182       489.7227
T_0069           70        -176.2628        31.8265
T_0069           71         219.0496       -74.4973
T_0069           72         280.1487       229.7876
T_0069           73         301.5789       100.6830
T_0069           74         379.6919       223.6981
T_0069           75         579.2344       369.4976
T_0069           76         252.5438       246.7321
T_0069           77         693.4076        89.4786
T_0069           78         315.1307        81.9774
T_0069           79         -14.3074        18.4615
