Filename       Segment   T0T7000Corr_r-ASNN T0T7000Corr_l-ASNN
P_0007            1          55.1814       -59.3919
P_0007            2        1153.3714       236.7208
P_0007            3        -565.2841      -264.7605
P_0007            4         271.9463      -162.5192
P_0007            5         215.1772       113.1397
P_0007            6        -507.1647      -338.7510
P_0007            7        -405.7605      -138.3651
P_0007            8        -932.9800     -1232.8862
P_0007            9         696.5083       -96.0045
P_0007           10       -2051.5136      -731.7778
P_0007           11        -533.3778      -705.0545
P_0007           12         -82.9532      -609.9208
P_0007           13       -1662.6810      -727.5259
P_0007           14        1883.2262       936.2768
P_0007           15         866.5565       510.8737
P_0007           16        -654.3197      -989.0590
P_0007           17        -609.1762      -237.2641
P_0007           18       -1945.0313      -610.5486
P_0007           19        1275.5061       519.7349
P_0007           20         -14.4263      -517.1498
P_0007           21       -1237.1788      -644.7708
P_0007           22         968.1404       294.4326
P_0007           23         -43.1178      -215.8552
P_0007           24          79.4713       229.4542
P_0007           25       -1573.0711      -520.7643
P_0007           26        -472.5867      -494.0884
P_0007           27         624.1157       191.4661
P_0007           28         -95.7171      -592.4674
P_0007           29         326.4701      -565.8960
P_0007           30        2984.1795       603.7740
P_0007           31        -244.5410      -112.8309
P_0007           32         277.1277        68.6943
P_0007           33           6.1169      -239.2285
P_0007           34        -422.8453      -207.3206
P_0007           35        -546.2121      -680.9736
P_0007           36         222.8442       565.0732
P_0007           37         409.7137       201.2241
P_0007           38        -605.4171      -801.2148
P_0007           39         738.2513       922.6056
P_0007           40        -510.8320      -262.4458
P_0007           41         256.7141      -158.3374
P_0007           42        -554.7509      -453.2558
P_0007           43         342.0158        35.0989
P_0007           44         172.1273       138.7362
P_0007           45        -888.4691      -455.1513
P_0007           46        -374.0166      -284.3569
P_0007           47       -2696.8786     -1922.7852
P_0007           48        1619.2949       737.5391
P_0007           49         345.9940       222.8039
P_0007           50         464.2792        76.2550
P_0007           51         936.7392        50.1668
P_0007           52       -1328.6330      -570.6539
P_0007           53        -209.1925        52.2841
P_0007           54       -1120.4840      -560.6096
P_0007           55        -748.6560      -345.5926
P_0007           56        -969.4454      -387.4829
P_0007           57        -720.5728      -299.0087
P_0007           58       -1761.3868      -358.6865
P_0007           59        -431.5709      -235.1681
P_0007           60         201.1128        34.4159
