Filename       Segment   T0T7000Corr_r-ASNN T0T7000Corr_l-ASNN
T_0070            1         824.5104       283.0258
T_0070            2          -6.5858       879.6919
T_0070            3          47.9920       845.4958
T_0070            4         -41.2246       483.9127
T_0070            5          65.5303       320.8773
T_0070            6         154.4658       200.5174
T_0070            7         -62.5212     -2193.3182
T_0070            8         904.0552       -28.0758
T_0070            9         513.8072       -23.0085
T_0070           10       -1164.5853      -522.3411
T_0070           11        1237.6172       645.4258
T_0070           12        1508.1114       836.2608
T_0070           13         343.6555        30.9132
T_0070           14         -56.7290      -659.7840
T_0070           15         591.4465       243.5718
T_0070           16         677.9401       795.4165
T_0070           17        -469.0732      -424.8017
T_0070           18       -2088.4512     -2219.2804
T_0070           19         633.0857       264.1491
T_0070           20         978.0860       501.3978
T_0070           21        -340.4573      -214.3935
T_0070           22        1799.8950       111.1022
T_0070           23        -763.4991      -923.0562
T_0070           24         126.5850      -200.6156
T_0070           25       -1484.9947      -460.4921
T_0070           26        1710.5981       938.7571
T_0070           27        -302.6315      -144.5507
T_0070           28        -164.5408         9.7766
T_0070           29       -1182.1806     -1232.5815
T_0070           30         912.8574       930.8885
T_0070           31        -572.2764      -555.6277
T_0070           32       -1644.2254      -785.3875
T_0070           33         667.8724      1209.3902
T_0070           34         152.7292       240.9677
T_0070           35       -2329.3791     -1821.1108
T_0070           36        2194.9586       944.3270
T_0070           37         239.4249       307.7426
T_0070           38       -1359.0961      -468.8224
T_0070           39         896.2721       761.9365
T_0070           40         510.0120       497.8116
T_0070           41         338.1867       252.3065
T_0070           42         111.4940       497.5894
T_0070           43        -569.4142     -1041.2491
T_0070           44        -322.8435      -295.5440
T_0070           45        1420.6666       204.0901
T_0070           46         -54.9686       398.2187
T_0070           47        1758.9766      1415.8151
T_0070           48         202.2372       535.9540
T_0070           49         -48.2957       451.9344
T_0070           50         107.8752       256.3043
T_0070           51       -1036.8717      -400.4317
T_0070           52        1729.6745       266.5578
T_0070           53        -767.4537      -619.0981
T_0070           54        1743.9948       196.5574
T_0070           55        -156.3413       -45.2759
T_0070           56         228.4755       148.1267
T_0070           57          23.8332      -222.6439
T_0070           58         -92.2275        75.6526
T_0070           59        -220.2638         0.6451
T_0070           60        -299.4736      -783.5219
T_0070           61         722.8202       899.7599
T_0070           62         911.7641       770.0990
T_0070           63         214.7234      -517.2011
T_0070           64       -2247.9267     -2150.5038
T_0070           65         449.0895      -205.6499
T_0070           66           5.5190      -346.0551
T_0070           67         422.3229       329.1178
T_0070           68        1803.2717      1483.0709
T_0070           69       -2033.8835     -2010.3235
T_0070           70        1137.6358      1441.8090
T_0070           71       -1755.2750     -1336.3890
T_0070           72       -1152.7928      -576.2676
T_0070           73        -294.5544      -194.3577
T_0070           74          43.6930       244.0485
T_0070           75        1723.4152       790.3539
T_0070           76        -194.3426      -235.6379
T_0070           77         133.5974       -91.5309
T_0070           78         244.2174       127.0703
T_0070           79       -3603.1154     -1544.2325
T_0070           80        -304.9265     -1195.0145
