Filename       Segment   T0T7000Corr_r-ASNN T0T7000Corr_l-ASNN
T_0022            1         634.6258       107.6789
T_0022            2         178.2692        35.6569
T_0022            3         167.4848       -75.4403
T_0022            4          75.8282        60.2122
T_0022            5        -213.6627      -407.3660
T_0022            6        -433.8790      -405.6853
T_0022            7          19.2760      -479.2707
T_0022            8         -32.8304       101.6848
T_0022            9         104.4043       592.5618
T_0022           10         -61.9303      -478.6911
T_0022           11         478.6462       346.2725
T_0022           12         -68.6964      -158.0536
T_0022           13        -202.9995      -230.4654
T_0022           14           4.3834        56.0001
T_0022           15        -101.6405      -171.5448
T_0022           16           5.0704      -224.2052
T_0022           17          71.6660        61.4897
T_0022           18        -586.5258      -758.1095
T_0022           19        -100.6549      -174.2816
T_0022           20         208.1761        56.0752
T_0022           21        -449.4584      -568.6812
T_0022           22          48.1639       124.7992
T_0022           23         346.4665       486.9289
T_0022           24         256.5888       182.4884
T_0022           25        -340.9712      -608.5234
T_0022           26         175.3182        92.0439
T_0022           27        -269.8353      -208.6178
T_0022           28         213.6439       217.3055
T_0022           29          46.7444       -28.2180
T_0022           30         421.5031       182.7106
T_0022           31         778.7558       841.7468
T_0022           32        -422.6164      -295.3095
T_0022           33         231.9806       -40.0999
T_0022           34          40.6036      -294.0181
T_0022           35        -261.0836      -369.2910
T_0022           36         368.6909       237.4229
T_0022           37          22.9019       -96.2999
T_0022           38         -52.7348        65.7732
T_0022           39          71.1133      -346.7597
T_0022           40         118.1999       -89.2136
T_0022           41         -94.7461       -20.9229
T_0022           42           3.2107       211.1239
T_0022           43         -33.9834       -76.1381
T_0022           44         -39.3040      -255.4505
T_0022           45         -15.0736       210.8328
T_0022           46        -198.1829      -266.9628
T_0022           47        1516.7737       701.4094
T_0022           48         117.0871       500.0663
T_0022           49        -146.5739      -316.8208
T_0022           50        -836.8899      -506.4886
T_0022           51          17.3778        94.5314
T_0022           52        -302.0751      -106.8773
T_0022           53        -341.6282      -149.1784
T_0022           54          73.2597      -333.6279
T_0022           55        -491.3446      -377.6483
T_0022           56        -418.9367      -263.6269
T_0022           57        -377.6730      -523.9732
T_0022           58        -346.5049      -617.7180
T_0022           59         140.0968       -12.5633
T_0022           60        -258.4972      -372.0963
T_0022           61        -127.1156       114.1608
T_0022           62         232.0562         1.9992
T_0022           63        -993.2788     -1103.3281
T_0022           64         -78.7099      -354.2060
T_0022           65          64.8063       550.9450
T_0022           66         -34.6814       309.5782
T_0022           67         151.4104       230.2614
T_0022           68         284.6925      -307.5688
T_0022           69        -955.0942     -1191.0934
T_0022           70         576.5834       743.8381
T_0022           71        -208.7531      -420.8637
T_0022           72        -868.0991     -1170.9338
T_0022           73        -268.4744       -79.9684
T_0022           74         341.3142       328.5874
T_0022           75        -490.4172      -413.6562
T_0022           76         279.2564       128.7346
T_0022           77         100.7647       -83.3036
T_0022           78        -221.1812      -258.3977
T_0022           79         583.4010       557.4707
T_0022           80        -177.1235      -220.2906
