Filename       Segment   T0T7000Corr_r-ASNN T0T7000Corr_l-ASNN
P_0008            1         357.3231       479.6157
P_0008            2        -560.4999       152.9754
P_0008            3         -44.7363       435.3089
P_0008            4         592.9409       390.5607
P_0008            5         146.2039       220.9165
P_0008            6        -348.9759      -127.1005
P_0008            7        -705.3723       155.4647
P_0008            8        -654.7006      -150.0556
P_0008            9        -212.8705       830.1592
P_0008           10        -167.8756       -45.8022
P_0008           11         -92.1975      -111.4407
P_0008           12          15.8546       672.7630
P_0008           13         858.3375       629.3599
P_0008           14          58.9631       675.3872
P_0008           15       -1249.8000      -415.5156
P_0008           16        1072.9159      -783.1561
P_0008           17         893.0665      1307.1586
P_0008           18       -4818.3339     -2092.1598
P_0008           19         548.9464        24.6860
P_0008           20       -3344.3040     -1839.0760
P_0008           21          63.5890       414.8900
P_0008           22         809.0551       787.1661
P_0008           23        -172.2415        84.9461
P_0008           24         248.0212       188.1404
P_0008           25        2439.9837      2055.3736
P_0008           26         196.8484       523.8342
P_0008           27        -121.4254        92.5899
P_0008           28         -62.8311      -231.0501
P_0008           29          88.5261       114.4441
P_0008           30        -697.4348      -798.7873
P_0008           31         -51.0693        49.6448
P_0008           32        3514.7299      2537.3568
P_0008           33        -131.4231       623.4230
P_0008           34        2735.1392      2797.0837
P_0008           35        -365.6354       -39.4330
P_0008           36           0.8784       261.8194
P_0008           37       -3660.3410     -2904.6082
P_0008           38         560.6767       554.7595
P_0008           39        -371.1106        24.8375
P_0008           40         543.1212       524.2803
P_0008           41        2550.7936       669.1329
P_0008           42         326.9500       191.8767
P_0008           43         581.1573      1125.6304
P_0008           44         632.0078       296.9672
P_0008           45        1032.5428       764.5580
P_0008           46         515.2741       -92.9979
P_0008           47        -108.6641        45.3343
P_0008           48         206.3034       478.2289
P_0008           49        2188.4940       505.5879
P_0008           50         696.4783       443.6114
P_0008           51        1209.3244       717.6173
P_0008           52        2298.3742      1253.5221
P_0008           53        -557.0990       612.7103
P_0008           54        2562.6097       665.8279
P_0008           55        1858.9101       569.1278
P_0008           56         355.7929        -4.9458
P_0008           57        -493.0009       103.5895
P_0008           58       -1753.5152       675.2216
P_0008           59        2489.8925       412.0007
P_0008           60        -811.7479      -282.4091
