Filename       Segment   T0T7000Corr_r-ASNN T0T7000Corr_l-ASNN
T_0104            1          -7.8055        64.2664
T_0104            2          34.0993       -54.3131
T_0104            3          73.8728      -120.8352
T_0104            4       -1356.4844     -1864.2344
T_0104            5        1112.5439      1087.5165
T_0104            6       -1058.7614     -1754.9389
T_0104            7         105.3264       568.3160
T_0104            8          63.8858       113.4473
T_0104            9          41.1736       262.2372
T_0104           10         -81.1758      -107.4963
T_0104           11         -78.3303        72.4000
T_0104           12         399.4073       551.5119
T_0104           13         140.2191       172.2168
T_0104           14        -279.0615      -955.8496
T_0104           15         360.3692       578.1390
T_0104           16         100.3707      -281.8448
T_0104           17         136.9304        69.3239
T_0104           18          -8.7154        39.9357
T_0104           19         111.4706       169.5778
T_0104           20         246.7210       616.2011
T_0104           21        -299.4671      -788.4322
T_0104           22        2525.0281      1222.0155
T_0104           23        -985.0974     -1254.8215
T_0104           24        -307.0119      -161.7961
T_0104           25          41.8977        29.2153
T_0104           26         619.5415       512.3343
T_0104           27         -30.2314        -6.1035
T_0104           28          -0.5339       -18.1769
T_0104           29         267.7572       157.5090
T_0104           30           6.7863        70.8200
T_0104           31          56.1627        31.8572
T_0104           32          48.7837       -10.7517
T_0104           33         244.7197       254.1036
T_0104           34        -286.0016      -432.3889
T_0104           35          63.4596       124.2766
T_0104           36          98.1199        63.8131
T_0104           37         957.3259       754.7167
T_0104           38         -55.3044      -186.7366
T_0104           39         122.1441        29.3664
T_0104           40          52.0485       121.2022
T_0104           41         -48.6911      -151.2261
T_0104           42          99.9482        34.4726
T_0104           43        1664.1087      1590.1760
T_0104           44       -1321.9442      -433.2561
T_0104           45         487.3154      -536.8803
T_0104           46         -19.7908        47.0172
T_0104           47          13.9088       -60.1791
T_0104           48         576.4996       482.1706
T_0104           49          32.0985       -77.8596
T_0104           50        -649.8989      -760.3158
T_0104           51        -142.1853      -229.9288
T_0104           52        5524.9528      3113.0584
T_0104           53       -1642.9701     -1442.0773
T_0104           54          34.3600        20.4868
T_0104           55         -48.0271       -25.6276
T_0104           56         101.5359        25.2271
T_0104           57          30.4017        -4.9246
T_0104           58          34.6786        -0.6475
T_0104           59          22.9784        55.7874
T_0104           60         108.2517       180.4222
T_0104           61         428.1644       349.4934
T_0104           62          65.1724        34.2922
T_0104           63         -38.6962       369.0062
T_0104           64         -46.1838        -1.4182
T_0104           65         154.3660       -81.1522
T_0104           66         389.7115       -92.4975
T_0104           67       -1203.6078     -1264.7997
T_0104           68        -604.7149      -366.3405
T_0104           69        -151.0919      -202.0543
T_0104           70         478.7227       168.1021
T_0104           71        3016.0910      1648.6867
T_0104           72       -2550.9968     -2096.7039
T_0104           73        1206.5104       551.6458
T_0104           74        -639.7359      -180.5017
T_0104           75        -146.2256        71.5291
T_0104           76          25.7806        99.8742
T_0104           77        -195.5083      -830.6648
T_0104           78           5.6471        -2.7825
T_0104           79          41.6913         3.9184
T_0104           80         713.1894      1470.3624
