Filename       Segment   T0T7000Corr_r-ASNN T0T7000Corr_l-ASNN
T_0123            1        1239.3369      1434.4702
T_0123            2        1555.2867      1102.6060
T_0123            3         262.0836       -39.5269
T_0123            4          31.8683       118.5632
T_0123            5         808.4207       358.0425
T_0123            6       -1907.4856     -2246.7385
T_0123            7        -597.9579      -513.9721
T_0123            8         413.3161       451.5215
T_0123            9         125.4501       721.8865
T_0123           10       -1144.3299     -1423.8982
T_0123           11         902.2251      -124.7254
T_0123           12        -544.2027     -1656.4310
T_0123           13        -833.0666      -810.4206
T_0123           14         853.2088       894.5961
T_0123           15         -64.3705      -612.1035
T_0123           16         483.7971       409.2067
T_0123           17       -1105.0596     -1231.6496
T_0123           18        -364.2921      -161.5749
T_0123           19          33.6290       847.7292
T_0123           20         467.3238     -1178.6614
T_0123           21        -429.6170      -211.0756
T_0123           22        -188.3828     -1496.4536
T_0123           23        -114.2883      -389.0737
T_0123           24        -779.0334      -479.2909
T_0123           25        -666.3276      -127.1663
T_0123           26         179.7740     -1114.9569
T_0123           27         -93.9806      -206.8872
T_0123           28        -989.2080      -295.9633
T_0123           29        -155.2614     -1403.7981
T_0123           30        -184.1597      -830.6815
T_0123           31       -1168.4110     -1434.3246
T_0123           32        1376.8055      2074.4631
T_0123           33         224.6379       383.1428
T_0123           34        -879.2313      -366.2483
T_0123           35        -771.7285     -1465.7130
T_0123           36        -648.6648      -342.8209
T_0123           37         143.0830       472.9393
T_0123           38        -684.6533     -1269.0961
T_0123           39         -34.5539      -923.5594
T_0123           40          20.3240       408.8456
T_0123           41         575.8605       788.1355
T_0123           42        -127.3014     -1090.3810
T_0123           43        -264.9333      -836.5344
T_0123           44        -885.1698      -805.7770
T_0123           45        1489.7648      1356.6620
T_0123           46        -924.8602      -638.9271
T_0123           47         571.9931       409.9739
T_0123           48         714.5416         9.2288
T_0123           49         416.0633       120.8452
T_0123           50          -5.3035        34.2669
T_0123           51         264.4896       161.9116
T_0123           52        -277.3247      -701.8110
T_0123           53        -847.0172     -1014.5802
T_0123           54         329.9155       598.2736
T_0123           55        -980.9743      -316.3041
T_0123           56       -1517.7174     -1755.9124
T_0123           57          -0.6244        71.4825
T_0123           58        -692.9591      -319.0756
T_0123           59         183.4961        89.4260
T_0123           60        -339.3746       -30.7341
T_0123           61        -864.1563      -786.5424
T_0123           62         417.0585       606.2235
T_0123           63        -103.3117      -572.1832
T_0123           64        -505.5175      -769.5253
T_0123           65         -21.9780       234.3787
T_0123           66          83.1828       158.6836
T_0123           67        -430.3911        84.7477
T_0123           68        -652.7371      -473.7211
T_0123           69         600.2062       933.4966
T_0123           70         302.6736       247.8553
T_0123           71         498.7022       930.8602
T_0123           72          11.4346        27.6564
T_0123           73        -222.3828       416.5787
T_0123           74        -554.8746      -267.1189
T_0123           75          -3.0799        23.9530
T_0123           76         351.4734       152.6411
T_0123           77          98.8949       -24.9078
T_0123           78        -220.9958       -81.0018
T_0123           79          46.3338       386.5189
T_0123           80          97.5374       -73.0951
