Filename       Segment   T0T7000Corr_r-ASNN T0T7000Corr_l-ASNN
T_0103            1         133.9638       233.7736
T_0103            2         262.2629       274.1933
T_0103            3         356.8972       319.4715
T_0103            4         212.0954        91.5762
T_0103            5          80.0521       372.3856
T_0103            6        -778.0854     -1553.4378
T_0103            7         503.5166       541.3205
T_0103            8        -536.5809      -847.8839
T_0103            9          81.6455       323.3668
T_0103           10          -0.6715        -1.0373
T_0103           11         281.2616       200.8497
T_0103           12         189.7379       324.7254
T_0103           13         -25.3806        62.8825
T_0103           14         -14.3989        20.6187
T_0103           15          79.1224       126.9820
T_0103           16         221.6073       319.3380
T_0103           17          17.1316        32.5883
T_0103           18        -245.6635      -826.6500
T_0103           19        -370.6800      -788.0514
T_0103           20         698.7456      1460.4174
T_0103           21         -89.2960        18.5657
T_0103           22         562.7269       144.3812
T_0103           23         430.4467       179.8093
T_0103           24       -1023.7049     -2031.1304
T_0103           25         303.9776       852.0187
T_0103           26         222.7096       790.2553
T_0103           27        -210.2345      -525.8468
T_0103           28        -329.1022     -1056.4395
T_0103           29         298.3150      1074.1826
T_0103           30         224.9724       123.6958
T_0103           31          -8.0658       158.4233
T_0103           32          76.5076       134.2823
T_0103           33         302.7376       203.6809
T_0103           34        -842.0781     -1605.2428
T_0103           35        -389.8588      -283.6355
T_0103           36         246.5259       456.4118
T_0103           37         105.8739       571.3488
T_0103           38         -39.9126        70.7111
T_0103           39         151.7425       434.9862
T_0103           40         113.4433       103.3443
T_0103           41          67.8047       -31.7743
T_0103           42          23.3027       -56.9139
T_0103           43         200.6721       -60.0035
T_0103           44        -151.6060        -0.2963
T_0103           45         137.4325       -93.2192
T_0103           46          -0.1906        17.0360
T_0103           47          68.5868      -266.9545
T_0103           48          62.9628       324.0369
T_0103           49         126.5945       157.0914
T_0103           50         154.0176       229.0095
T_0103           51        -820.3323     -1156.2981
T_0103           52         897.6067      1106.6848
T_0103           53         297.9012       207.0802
T_0103           54         108.6974       327.5442
T_0103           55          21.5745        68.2614
T_0103           56        -143.6830      -718.9456
T_0103           57        -720.9570      -659.4156
T_0103           58         118.6684       348.5221
T_0103           59         315.7278       284.9796
T_0103           60         130.1026        79.2801
T_0103           61         173.4487       150.7514
T_0103           62         242.4134       466.9156
T_0103           63         126.9595       -89.0475
T_0103           64          93.1912       171.7401
T_0103           65         229.6754       257.2470
T_0103           66         612.9026       640.6692
T_0103           67         -64.2291       -37.8260
T_0103           68         365.1322       513.1865
T_0103           69        -488.9446     -1317.1361
T_0103           70         513.3280       426.3666
T_0103           71         833.6375       312.6232
T_0103           72        -499.1326      -617.7892
T_0103           73         144.0143       255.9394
T_0103           74         183.3809       263.1449
T_0103           75         426.2097       320.5947
T_0103           76         247.2718       -38.7267
T_0103           77         126.1916       283.7542
T_0103           78         102.8864       209.1356
T_0103           79         617.0896       622.3914
T_0103           80         141.4688       171.3080
